,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
199,Direction of Country,McClatchy/Marist,"Right Direction 22, Wrong Track 73",Wrong Track +51,2011-09-20,2011.0
200,Direction of Country,Rasmussen Reports,"Right Direction 19, Wrong Track 75",Wrong Track +56,2011-09-21,2011.0
201,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",Wrong Track +58,2011-09-28,2011.0
202,Direction of Country,CBS News,"Right Direction 19, Wrong Track 73",Wrong Track +54,2011-10-03,2011.0
203,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 75",Wrong Track +57,2011-10-05,2011.0
204,Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 74",Wrong Track +53,2011-10-12,2011.0
205,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",Wrong Track +61,2011-10-12,2011.0
206,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 17, Wrong Track 74",Wrong Track +57,2011-10-13,2011.0
207,Direction of Country,Time,"Right Direction 14, Wrong Track 81",Wrong Track +67,2011-10-13,2011.0
208,Direction of Country,National Journal/FD,"Right Direction 20, Wrong Track 70",Wrong Track +50,2011-10-14,2011.0
209,Direction of Country,Rasmussen Reports,"Right Direction 15, Wrong Track 78",Wrong Track +63,2011-10-19,2011.0
210,Direction of Country,Democracy Corps (D),"Right Direction 15, Wrong Track 76",Wrong Track +61,2011-10-20,2011.0
211,Direction of Country,Associated Press/GfK,"Right Direction 24, Wrong Track 72",Wrong Track +48,2011-10-20,2011.0
212,Direction of Country,CBS News/NY Times,"Right Direction 21, Wrong Track 74",Wrong Track +53,2011-10-25,2011.0
213,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",Wrong Track +61,2011-10-26,2011.0
214,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",Wrong Track +59,2011-11-02,2011.0
215,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 70",Wrong Track +45,2011-11-04,2011.0
216,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 19, Wrong Track 73",Wrong Track +54,2011-11-07,2011.0
217,Direction of Country,ABC News/Wash Post,"Right Direction 22, Wrong Track 74",Wrong Track +52,2011-11-07,2011.0
218,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",Wrong Track +59,2011-11-09,2011.0
219,Direction of Country,Politico/GWU/Battleground,"Right Direction 18, Wrong Track 75",Wrong Track +57,2011-11-14,2011.0
220,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 75",Wrong Track +57,2011-11-16,2011.0
221,Direction of Country,McClatchy/Marist,"Right Direction 25, Wrong Track 70",Wrong Track +45,2011-11-16,2011.0
222,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 76",Wrong Track +60,2011-11-30,2011.0
223,Direction of Country,CBS News,"Right Direction 21, Wrong Track 75",Wrong Track +54,2011-12-09,2011.0
224,Direction of Country,Rasmussen Reports,"Right Direction 19, Wrong Track 73",Wrong Track +54,2011-12-14,2011.0
225,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 22, Wrong Track 69",Wrong Track +47,2011-12-14,2011.0
226,Direction of Country,Reuters/Ipsos,"Right Direction 27, Wrong Track 69",Wrong Track +42,2011-12-14,2011.0
227,Direction of Country,National Journal/FD,"Right Direction 20, Wrong Track 70",Wrong Track +50,2011-12-15,2011.0
228,Direction of Country,Associated Press/GfK,"Right Direction 26, Wrong Track 70",Wrong Track +44,2011-12-16,2011.0
229,Direction of Country,CBS News,"Right Direction 25, Wrong Track 69",Wrong Track +44,2011-12-21,2011.0
230,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 71",Wrong Track +49,2011-12-21,2011.0
231,Direction of Country,Rasmussen Reports,"Right Direction 20, Wrong Track 72",Wrong Track +52,2011-12-28,2011.0
232,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 59",Wrong Track +26,2012-01-02,2012.0
233,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 71",Wrong Track +49,2012-01-04,2012.0
234,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 63",Wrong Track +31,2012-01-10,2012.0
235,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 58",Wrong Track +25,2012-01-10,2012.0
236,Direction of Country,CBS News,"Right Direction 29, Wrong Track 65",Wrong Track +36,2012-01-10,2012.0
237,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 69",Wrong Track +45,2012-01-11,2012.0
238,Direction of Country,Democracy Corps (D),"Right Direction 28, Wrong Track 64",Wrong Track +36,2012-01-13,2012.0
