,Unnamed: 0,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
78,78,Congressional Job Approval,Gallup,"Approve 19, Disapprove 75",56,2010-08-11,2010.0,9.0
79,79,President Obama Job Approval,FOX News,"Approve 43, Disapprove 49",6,2010-08-12,2010.0,12.0
80,80,President Obama Job Approval,CNN/Opinion Research,"Approve 47, Disapprove 51",4,2010-08-12,2010.0,10.0
81,81,President Obama Job Approval,Democracy Corps (D),"Approve 45, Disapprove 51",6,2010-08-12,2010.0,8.0
82,82,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",5,2010-08-16,2010.0,7.0
83,83,President Obama Job Approval,Gallup,"Approve 42, Disapprove 51",9,2010-08-16,2010.0,9.0
84,84,President Obama Job Approval,Rasmussen Reports,"Approve 44, Disapprove 55",11,2010-08-16,2010.0,7.0
85,85,President Obama Job Approval,Gallup,"Approve 47, Disapprove 46",1,2010-08-17,2010.0,9.0
86,86,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",1,2010-08-18,2010.0,9.0
87,87,Congressional Job Approval,Associated Press/GfK,"Approve 24, Disapprove 74",50,2010-08-18,2010.0,9.0
88,88,President Obama Job Approval,Time,"Approve 46, Disapprove 45",1,2010-08-19,2010.0,11.0
89,89,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 52",7,2010-08-25,2010.0,10.0
90,90,President Obama Job Approval,CBS News,"Approve 48, Disapprove 44",4,2010-08-26,2010.0,11.0
91,91,Congressional Job Approval,CBS News,"Approve 22, Disapprove 71",49,2010-08-26,2010.0,11.0
92,92,President Obama Job Approval,Newsweek,"Approve 47, Disapprove 45",2,2010-08-27,2010.0,0.0
93,93,President Obama Job Approval,Gallup,"Approve 43, Disapprove 49",6,2010-08-30,2010.0,9.0
94,94,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 52",6,2010-08-30,2010.0,7.0
95,95,President Obama Job Approval,CNN/Opinion Research,"Approve 50, Disapprove 49",1,2010-09-03,2010.0,10.0
96,96,President Obama Job Approval,FOX News,"Approve 46, Disapprove 48",2,2010-09-03,2010.0,12.0
97,97,President Obama Job Approval,USA Today/Gallup,"Approve 43, Disapprove 53",10,2010-09-03,2010.0,9.0
98,98,Congressional Job Approval,ABC News/Wash Post,"Approve 25, Disapprove 72",47,2010-09-07,2010.0,13.0
99,99,President Obama Job Approval,ABC News/Wash Post,"Approve 46, Disapprove 52",6,2010-09-07,2010.0,13.0
100,100,Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 21, Disapprove 71",50,2010-09-07,2010.0,11.0
101,101,President Obama Job Approval,National Journal/FD,"Approve 46, Disapprove 49",3,2010-09-07,2010.0,12.0
102,102,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 49",4,2010-09-07,2010.0,11.0
103,103,President Obama Job Approval,Democracy Corps (D),"Approve 46, Disapprove 50",4,2010-09-08,2010.0,8.0
104,104,President Obama Job Approval,Quinnipiac,"Approve 44, Disapprove 47",3,2010-09-09,2010.0,11.0
105,105,President Obama Job Approval,Democracy Corps (D),"Approve 49, Disapprove 47",2,2010-09-15,2010.0,8.0
106,106,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",1,2010-09-15,2010.0,9.0
107,107,Congressional Job Approval,CBS News/NY Times,"Approve 21, Disapprove 70",49,2010-09-15,2010.0,11.0
108,108,President Obama Job Approval,CBS News/NY Times,"Approve 45, Disapprove 47",2,2010-09-15,2010.0,11.0
109,109,President Obama Job Approval,Politico/GWU/Battleground,"Approve 45, Disapprove 48",3,2010-09-16,2010.0,9.0
110,110,Congressional Job Approval,Politico/GWU/Battleground,"Approve 25, Disapprove 64",39,2010-09-16,2010.0,9.0
111,111,Congressional Job Approval,Associated Press/GfK,"Approve 26, Disapprove 73",47,2010-09-16,2010.0,9.0
112,112,President Obama Job Approval,FOX News,"Approve 42, Disapprove 52",10,2010-09-18,2010.0,12.0
113,113,President Obama Job Approval,Gallup,"Approve 47, Disapprove 46",1,2010-09-19,2010.0,9.0
114,114,President Obama Job Approval,Rasmussen Reports,"Approve 45, Disapprove 55",10,2010-09-19,2010.0,7.0
115,115,Congressional Job Approval,Gallup,"Approve 18, Disapprove 77",59,2010-09-20,2010.0,9.0
116,116,President Obama Job Approval,Reuters/Ipsos,"Approve 47, Disapprove 50",3,2010-09-21,2010.0,10.0
117,117,President Obama Job Approval,McClatchy/Marist,"Approve 45, Disapprove 50",5,2010-09-22,2010.0,12.0
118,118,President Obama Job Approval,Pew Research,"Approve 47, Disapprove 44",3,2010-09-23,2010.0,8.0
119,119,President Obama Job Approval,CNN/Opinion Research,"Approve 42, Disapprove 54",12,2010-09-24,2010.0,10.0
120,120,Congressional Job Approval,Politico/GWU/Battleground,"Approve 27, Disapprove 63",36,2010-09-27,2010.0,9.0
121,121,President Obama Job Approval,Politico/GWU/Battleground,"Approve 46, Disapprove 51",5,2010-09-27,2010.0,9.0
122,122,Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 20, Disapprove 73",53,2010-09-28,2010.0,11.0
123,123,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 46, Disapprove 49",3,2010-09-28,2010.0,11.0
124,124,Congressional Job Approval,FOX News,"Approve 17, Disapprove 72",55,2010-09-30,2010.0,12.0
125,125,President Obama Job Approval,FOX News,"Approve 42, Disapprove 49",7,2010-09-30,2010.0,12.0
126,126,President Obama Job Approval,Newsweek,"Approve 48, Disapprove 46",2,2010-10-01,2010.0,0.0
127,127,President Obama Job Approval,Gallup,"Approve 46, Disapprove 48",2,2010-10-04,2010.0,9.0
128,128,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 51",3,2010-10-04,2010.0,7.0
129,129,President Obama Job Approval,ABC News/Wash Post,"Approve 50, Disapprove 47",3,2010-10-05,2010.0,13.0
130,130,Congressional Job Approval,ABC News/Wash Post,"Approve 24, Disapprove 73",49,2010-10-05,2010.0,13.0
131,131,President Obama Job Approval,Gallup,"Approve 46, Disapprove 46",0,2010-10-06,2010.0,9.0
132,132,President Obama Job Approval,Democracy Corps (D),"Approve 42, Disapprove 52",10,2010-10-06,2010.0,8.0
133,133,President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 50",1,2010-10-06,2010.0,7.0
134,134,President Obama Job Approval,Gallup,"Approve 46, Disapprove 48",2,2010-10-06,2010.0,9.0
135,135,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",5,2010-10-06,2010.0,7.0
136,136,President Obama Job Approval,McClatchy/Marist,"Approve 43, Disapprove 50",7,2010-10-07,2010.0,12.0
137,137,President Obama Job Approval,CBS News,"Approve 44, Disapprove 45",1,2010-10-07,2010.0,11.0
138,138,President Obama Job Approval,CNN/Opinion Research,"Approve 45, Disapprove 52",7,2010-10-08,2010.0,10.0
139,139,President Obama Job Approval,Bloomberg,"Approve 47, Disapprove 48",1,2010-10-12,2010.0,0.0
140,140,President Obama Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 53",10,2010-10-13,2010.0,10.0
141,141,President Obama Job Approval,FOX News,"Approve 43, Disapprove 47",4,2010-10-14,2010.0,12.0
142,142,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 49",2,2010-10-19,2010.0,11.0
143,143,Congressional Job Approval,Associated Press/GfK,"Approve 23, Disapprove 75",52,2010-10-20,2010.0,9.0
144,144,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",1,2010-10-20,2010.0,9.0
145,145,President Obama Job Approval,Pew Research,"Approve 46, Disapprove 45",1,2010-10-21,2010.0,8.0
146,146,President Obama Job Approval,Newsweek*,"Approve 54, Disapprove 40",14,2010-10-22,2010.0,0.0
147,147,President Obama Job Approval,Gallup,"Approve 41, Disapprove 50",9,2010-10-24,2010.0,9.0
148,148,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 53",6,2010-10-24,2010.0,7.0
149,149,President Obama Job Approval,Politico/GWU/Battleground,"Approve 46, Disapprove 51",5,2010-10-25,2010.0,9.0
150,150,President Obama Job Approval,CBS News/NY Times,"Approve 45, Disapprove 47",2,2010-10-27,2010.0,11.0
151,151,President Obama Job Approval,Schoen,"Approve 42, Disapprove 57",15,2010-10-27,2010.0,8.0
152,152,President Obama Job Approval,McClatchy/Marist,"Approve 48, Disapprove 43",5,2010-10-27,2010.0,12.0
153,153,Congressional Job Approval,CBS News/NY Times,"Approve 14, Disapprove 76",62,2010-10-27,2010.0,11.0
154,154,Congressional Job Approval,FOX News,"Approve 19, Disapprove 70",51,2010-10-29,2010.0,12.0
155,155,President Obama Job Approval,FOX News,"Approve 41, Disapprove 50",9,2010-10-29,2010.0,12.0
156,156,Congressional Job Approval,ABC News/Wash Post,"Approve 23, Disapprove 74",51,2010-10-31,2010.0,13.0
157,157,President Obama Job Approval,ABC News/Wash Post,"Approve 50, Disapprove 45",5,2010-10-31,2010.0,13.0
158,158,President Obama Job Approval,CNN/Opinion Research,"Approve 46, Disapprove 51",5,2010-10-31,2010.0,10.0
159,159,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 51",6,2010-11-01,2010.0,10.0
160,160,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 50",5,2010-11-01,2010.0,11.0
161,161,Congressional Job Approval,Associated Press/GfK,"Approve 26, Disapprove 71",45,2010-11-10,2010.0,9.0
162,162,President Obama Job Approval,Associated Press/GfK,"Approve 47, Disapprove 51",4,2010-11-10,2010.0,9.0
163,163,President Obama Job Approval,Pew Research,"Approve 44, Disapprove 44",0,2010-11-11,2010.0,8.0
164,164,Congressional Job Approval,Gallup,"Approve 17, Disapprove 77",60,2010-11-11,2010.0,9.0
165,165,President Obama Job Approval,CBS News,"Approve 45, Disapprove 45",0,2010-11-11,2010.0,11.0
166,166,President Obama Job Approval,CNN/Opinion Research,"Approve 48, Disapprove 50",2,2010-11-15,2010.0,10.0
167,167,President Obama Job Approval,Quinnipiac,"Approve 44, Disapprove 49",5,2010-11-17,2010.0,11.0
168,168,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 47",0,2010-11-18,2010.0,11.0
169,169,President Obama Job Approval,McClatchy/Marist,"Approve 45, Disapprove 48",3,2010-11-23,2010.0,12.0
170,170,President Obama Job Approval,USA Today/Gallup,"Approve 42, Disapprove 54",12,2010-11-23,2010.0,9.0
171,171,President Obama Job Approval,Associated Press/CNBC,"Approve 48, Disapprove 48",0,2010-11-30,2010.0,0.0
172,172,President Obama Job Approval,Gallup,"Approve 46, Disapprove 47",1,2010-12-01,2010.0,9.0
173,173,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",5,2010-12-02,2010.0,7.0
174,174,President Obama Job Approval,CBS News,"Approve 48, Disapprove 42",6,2010-12-03,2010.0,11.0
175,175,Congressional Job Approval,CBS News,"Approve 17, Disapprove 72",55,2010-12-03,2010.0,11.0
176,176,President Obama Job Approval,Gallup,"Approve 47, Disapprove 44",3,2010-12-04,2010.0,9.0
177,177,President Obama Job Approval,Rasmussen Reports,"Approve 43, Disapprove 56",13,2010-12-04,2010.0,7.0
178,178,President Obama Job Approval,Pew Research,"Approve 45, Disapprove 43",2,2010-12-07,2010.0,8.0
179,179,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 46",1,2010-12-07,2010.0,10.0
180,180,President Obama Job Approval,National Journal/FD,"Approve 48, Disapprove 46",2,2010-12-08,2010.0,12.0
181,181,President Obama Job Approval,Bloomberg,"Approve 47, Disapprove 48",1,2010-12-09,2010.0,0.0
182,182,President Obama Job Approval,McClatchy/Marist,"Approve 42, Disapprove 50",8,2010-12-11,2010.0,12.0
183,183,President Obama Job Approval,ABC News/Wash Post,"Approve 49, Disapprove 47",2,2010-12-14,2010.0,13.0
184,184,Congressional Job Approval,Gallup,"Approve 13, Disapprove 83",70,2010-12-15,2010.0,9.0
185,185,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 48",3,2010-12-15,2010.0,11.0
186,186,President Obama Job Approval,FOX News,"Approve 40, Disapprove 51",11,2010-12-16,2010.0,12.0
187,187,President Obama Job Approval,CNN/Opinion Research,"Approve 48, Disapprove 48",0,2010-12-20,2010.0,10.0
188,188,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 50",2,2011-01-07,2011.0,7.0
189,189,President Obama Job Approval,Gallup,"Approve 46, Disapprove 48",2,2011-01-07,2011.0,9.0
190,190,Congressional Job Approval,Associated Press/GfK,"Approve 26, Disapprove 69",43,2011-01-12,2011.0,9.0
191,191,President Obama Job Approval,Associated Press/GfK,"Approve 53, Disapprove 46",7,2011-01-12,2011.0,9.0
192,192,Congressional Job Approval,Gallup,"Approve 20, Disapprove 73",53,2011-01-12,2011.0,9.0
193,193,President Obama Job Approval,Reuters/Ipsos,"Approve 50, Disapprove 47",3,2011-01-12,2011.0,10.0
194,194,President Obama Job Approval,Pew Research,"Approve 46, Disapprove 44",2,2011-01-13,2011.0,8.0
195,195,President Obama Job Approval,Quinnipiac,"Approve 48, Disapprove 44",4,2011-01-13,2011.0,11.0
196,196,President Obama Job Approval,McClatchy/Marist,"Approve 48, Disapprove 43",5,2011-01-14,2011.0,12.0
197,197,President Obama Job Approval,Gallup,"Approve 48, Disapprove 52",4,2011-01-17,2011.0,9.0
198,198,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 53",7,2011-01-17,2011.0,7.0
199,199,Congressional Job Approval,ABC News/Wash Post,"Approve 28, Disapprove 66",38,2011-01-18,2011.0,13.0
200,200,President Obama Job Approval,CNN/Opinion Research,"Approve 53, Disapprove 45",8,2011-01-18,2011.0,10.0
201,201,President Obama Job Approval,ABC News/Wash Post,"Approve 54, Disapprove 43",11,2011-01-18,2011.0,13.0
202,202,President Obama Job Approval,Democracy Corps (D),"Approve 47, Disapprove 47",0,2011-01-18,2011.0,8.0
203,203,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 53, Disapprove 41",12,2011-01-19,2011.0,11.0
204,204,President Obama Job Approval,Gallup,"Approve 50, Disapprove 42",8,2011-01-19,2011.0,9.0
205,205,President Obama Job Approval,FOX News,"Approve 47, Disapprove 44",3,2011-01-20,2011.0,12.0
206,206,Congressional Job Approval,FOX News,"Approve 22, Disapprove 65",43,2011-01-20,2011.0,12.0
207,207,President Obama Job Approval,CBS News/NY Times,"Approve 49, Disapprove 39",10,2011-01-20,2011.0,11.0
208,208,President Trump Job Approval,ABC News/Wash Post,"Approve 38, Disapprove 58",20,2011-01-21,2011.0,13.0
209,209,President Trump Job Approval,Gallup,"Approve 36, Disapprove 59",23,2011-01-22,2011.0,9.0
210,210,Congressional Job Approval,FOX News,"Approve 15, Disapprove 70",55,2011-01-24,2011.0,12.0
211,211,Congressional Job Approval,Reuters/Ipsos,"Approve 18, Disapprove 72",54,2011-01-24,2011.0,10.0
212,212,Congressional Job Approval,Economist/YouGov,"Approve 9, Disapprove 76",67,2011-01-24,2011.0,9.0
213,213,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 59",22,2011-01-24,2011.0,10.0
214,214,President Trump Job Approval,Harvard-Harris,"Approve 44, Disapprove 56",12,2011-01-24,2011.0,0.0
215,215,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 54",11,2011-01-24,2011.0,9.0
216,216,President Trump Job Approval,FOX News,"Approve 45, Disapprove 53",8,2011-01-24,2011.0,12.0
217,217,President Obama Job Approval,Rasmussen Reports,"Approve 52, Disapprove 47",5,2011-01-24,2011.0,7.0
218,218,President Obama Job Approval,CNN/Opinion Research,"Approve 55, Disapprove 44",11,2011-01-24,2011.0,10.0
219,219,Congressional Job Approval,CNN/Opinion Research,"Approve 26, Disapprove 72",46,2011-01-24,2011.0,10.0
220,220,President Trump Job Approval,Quinnipiac,"Approve 36, Disapprove 58",22,2011-01-25,2011.0,11.0
221,221,President Trump Job Approval,Gallup,"Approve 38, Disapprove 58",20,2011-01-29,2011.0,9.0
222,222,President Trump Job Approval,Monmouth,"Approve 44, Disapprove 48",4,2011-01-31,2011.0,13.0
223,223,President Trump Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 53",12,2011-01-31,2011.0,10.0
224,224,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 53",9,2011-01-31,2011.0,9.0
225,225,Congressional Job Approval,Economist/YouGov,"Approve 9, Disapprove 74",65,2011-01-31,2011.0,9.0
226,226,Congressional Job Approval,Reuters/Ipsos,"Approve 25, Disapprove 66",41,2011-01-31,2011.0,10.0
227,227,Congressional Job Approval,Monmouth,"Approve 20, Disapprove 69",49,2011-01-31,2011.0,13.0
228,228,President Trump Job Approval,Gallup,"Approve 40, Disapprove 57",17,2011-02-05,2011.0,9.0
229,229,President Trump Job Approval,IBD/TIPP,"Approve 35, Disapprove 58",23,2011-02-06,2011.0,11.0
230,230,President Trump Job Approval,Quinnipiac,"Approve 40, Disapprove 55",15,2011-02-07,2011.0,11.0
231,231,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 54",14,2011-02-07,2011.0,10.0
232,232,President Trump Job Approval,Economist/YouGov,"Approve 45, Disapprove 53",8,2011-02-07,2011.0,9.0
233,233,Congressional Job Approval,Economist/YouGov,"Approve 11, Disapprove 70",59,2011-02-07,2011.0,9.0
234,234,Congressional Job Approval,Quinnipiac,"Approve 15, Disapprove 77",62,2011-02-07,2011.0,11.0
235,235,Congressional Job Approval,Reuters/Ipsos,"Approve 21, Disapprove 68",47,2011-02-07,2011.0,10.0
236,236,President Trump Job Approval,Marist,"Approve 39, Disapprove 56",17,2011-02-09,2011.0,12.0
237,237,President Trump Job Approval,Gallup,"Approve 40, Disapprove 57",17,2011-02-12,2011.0,9.0
238,238,President Trump Job Approval,Economist/YouGov,"Approve 45, Disapprove 50",5,2011-02-14,2011.0,9.0
239,239,President Trump Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 54",15,2011-02-14,2011.0,10.0
240,240,President Trump Job Approval,PPP (D),"Approve 44, Disapprove 50",6,2011-02-14,2011.0,9.0
241,241,Congressional Job Approval,PPP (D),"Approve 10, Disapprove 73",63,2011-02-14,2011.0,9.0
242,242,Congressional Job Approval,Gallup,"Approve 15, Disapprove 81",66,2011-02-14,2011.0,9.0
243,243,Congressional Job Approval,Reuters/Ipsos,"Approve 23, Disapprove 66",43,2011-02-14,2011.0,10.0
244,244,President Trump Job Approval,FOX News,"Approve 43, Disapprove 53",10,2011-02-14,2011.0,12.0
245,245,Public Approval of Health Care Law,PPP (D),"For/Favor 47, Against/Oppose 35",12,2011-02-14,2011.0,9.0
246,246,Congressional Job Approval,Economist/YouGov,"Approve 12, Disapprove 68",56,2011-02-14,2011.0,9.0
247,247,President Trump Job Approval,Gallup,"Approve 37, Disapprove 59",22,2011-02-19,2011.0,9.0
248,248,President Trump Job Approval,Harvard-Harris,"Approve 45, Disapprove 55",10,2011-02-21,2011.0,0.0
249,249,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 55",15,2011-02-21,2011.0,10.0
