,Unnamed: 0,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
58,58,Direction of Country,Reuters/Ipsos,"Right Direction 33, Wrong Track 61",-28,2010-09-21,2010.0,10.0
59,59,Direction of Country,McClatchy/Marist,"Right Direction 41, Wrong Track 56",-15,2010-09-22,2010.0,12.0
60,60,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 66",-37,2010-09-22,2010.0,7.0
61,61,Direction of Country,Politico/GWU/Battleground,"Right Direction 31, Wrong Track 63",-32,2010-09-27,2010.0,9.0
62,62,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 59",-27,2010-09-28,2010.0,11.0
63,63,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 63",-32,2010-09-29,2010.0,7.0
64,64,Direction of Country,Democracy Corps (D),"Right Direction 29, Wrong Track 63",-34,2010-10-06,2010.0,8.0
65,65,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 61",-29,2010-10-06,2010.0,7.0
66,66,Direction of Country,Bloomberg,"Right Direction 31, Wrong Track 64",-33,2010-10-12,2010.0,0.0
67,67,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 63",-32,2010-10-13,2010.0,10.0
68,68,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 64",-32,2010-10-13,2010.0,7.0
69,69,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 59",-27,2010-10-19,2010.0,11.0
70,70,Direction of Country,Associated Press/GfK,"Right Direction 38, Wrong Track 59",-21,2010-10-20,2010.0,9.0
71,71,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 64",-34,2010-10-20,2010.0,7.0
72,72,Direction of Country,Politico/GWU/Battleground,"Right Direction 29, Wrong Track 64",-35,2010-10-25,2010.0,9.0
73,73,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 64",-32,2010-10-27,2010.0,7.0
74,74,Direction of Country,CBS News/NY Times,"Right Direction 34, Wrong Track 61",-27,2010-10-27,2010.0,11.0
75,75,Direction of Country,ABC News/Wash Post,"Right Direction 27, Wrong Track 71",-44,2010-10-31,2010.0,13.0
76,76,Direction of Country,Reuters/Ipsos,"Right Direction 33, Wrong Track 62",-29,2010-11-01,2010.0,10.0
77,77,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 31, Wrong Track 60",-29,2010-11-01,2010.0,11.0
78,78,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 65",-34,2010-11-05,2010.0,7.0
79,79,Direction of Country,Associated Press/GfK,"Right Direction 37, Wrong Track 58",-21,2010-11-10,2010.0,9.0
80,80,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 67",-39,2010-11-11,2010.0,7.0
81,81,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 67",-41,2010-11-17,2010.0,7.0
82,82,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 58",-26,2010-11-18,2010.0,11.0
83,83,Direction of Country,McClatchy/Marist,"Right Direction 41, Wrong Track 53",-12,2010-11-23,2010.0,12.0
84,84,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 66",-38,2010-11-24,2010.0,7.0
85,85,Direction of Country,Associated Press/CNBC,"Right Direction 35, Wrong Track 61",-26,2010-11-30,2010.0,0.0
86,86,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 67",-38,2010-12-01,2010.0,7.0
87,87,Direction of Country,Reuters/Ipsos,"Right Direction 29, Wrong Track 62",-33,2010-12-07,2010.0,10.0
88,88,Direction of Country,National Journal/FD,"Right Direction 30, Wrong Track 60",-30,2010-12-08,2010.0,12.0
89,89,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 70",-44,2010-12-08,2010.0,7.0
90,90,Direction of Country,Bloomberg,"Right Direction 27, Wrong Track 66",-39,2010-12-08,2010.0,0.0
91,91,Direction of Country,ABC News/Wash Post,"Right Direction 31, Wrong Track 67",-36,2010-12-14,2010.0,13.0
92,92,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 28, Wrong Track 63",-35,2010-12-15,2010.0,11.0
93,93,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 71",-48,2010-12-15,2010.0,7.0
94,94,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 71",-48,2010-12-22,2010.0,7.0
95,95,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 64",-33,2010-12-29,2010.0,7.0
96,96,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 67",-40,2011-01-05,2011.0,7.0
97,97,Direction of Country,Associated Press/GfK,"Right Direction 37, Wrong Track 57",-20,2011-01-12,2011.0,9.0
98,98,Direction of Country,Reuters/Ipsos,"Right Direction 36, Wrong Track 59",-23,2011-01-12,2011.0,10.0
99,99,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 68",-42,2011-01-12,2011.0,7.0
100,100,Direction of Country,McClatchy/Marist,"Right Direction 41, Wrong Track 47",-6,2011-01-14,2011.0,12.0
101,101,Direction of Country,ABC News/Wash Post,"Right Direction 38, Wrong Track 60",-22,2011-01-18,2011.0,13.0
102,102,Direction of Country,Democracy Corps (D),"Right Direction 33, Wrong Track 58",-25,2011-01-18,2011.0,8.0
103,103,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 66",-39,2011-01-19,2011.0,7.0
104,104,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 35, Wrong Track 56",-21,2011-01-19,2011.0,11.0
105,105,Direction of Country,CBS News/NY Times,"Right Direction 32, Wrong Track 64",-32,2011-01-20,2011.0,11.0
106,106,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 55",-16,2011-01-22,2011.0,7.0
107,107,Direction of Country,Economist/YouGov,"Right Direction 37, Wrong Track 55",-18,2011-01-24,2011.0,9.0
108,108,Direction of Country,Reuters/Ipsos,"Right Direction 30, Wrong Track 58",-28,2011-01-24,2011.0,10.0
109,109,Direction of Country,Harvard-Harris,"Right Direction 35, Wrong Track 54",-19,2011-01-24,2011.0,0.0
110,110,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 55",-16,2011-01-29,2011.0,7.0
111,111,Direction of Country,Economist/YouGov,"Right Direction 39, Wrong Track 51",-12,2011-01-31,2011.0,9.0
112,112,Direction of Country,Reuters/Ipsos,"Right Direction 35, Wrong Track 54",-19,2011-01-31,2011.0,10.0
113,113,Direction of Country,Monmouth,"Right Direction 39, Wrong Track 55",-16,2011-01-31,2011.0,13.0
114,114,Direction of Country,Rasmussen Reports,"Right Direction 42, Wrong Track 53",-11,2011-02-05,2011.0,7.0
115,115,Direction of Country,IBD/TIPP,"Right Direction 45, Wrong Track 54",-9,2011-02-06,2011.0,11.0
116,116,Direction of Country,Economist/YouGov,"Right Direction 39, Wrong Track 52",-13,2011-02-07,2011.0,9.0
117,117,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 55",-23,2011-02-07,2011.0,10.0
118,118,Direction of Country,Marist,"Right Direction 37, Wrong Track 57",-20,2011-02-09,2011.0,12.0
119,119,Direction of Country,Rasmussen Reports,"Right Direction 43, Wrong Track 52",-9,2011-02-12,2011.0,7.0
120,120,Direction of Country,Economist/YouGov,"Right Direction 39, Wrong Track 52",-13,2011-02-14,2011.0,9.0
121,121,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 56",-24,2011-02-14,2011.0,10.0
122,122,Direction of Country,Rasmussen Reports,"Right Direction 40, Wrong Track 55",-15,2011-02-19,2011.0,7.0
123,123,Direction of Country,Economist/YouGov,"Right Direction 35, Wrong Track 55",-20,2011-02-21,2011.0,9.0
124,124,Direction of Country,Harvard-Harris,"Right Direction 37, Wrong Track 54",-17,2011-02-21,2011.0,0.0
125,125,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 57",-26,2011-02-21,2011.0,10.0
126,126,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 56",-19,2011-02-26,2011.0,7.0
127,127,Direction of Country,Economist/YouGov,"Right Direction 34, Wrong Track 58",-24,2011-02-28,2011.0,9.0
128,128,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 57",-26,2011-02-28,2011.0,10.0
129,129,Direction of Country,USA Today/Suffolk,"Right Direction 29, Wrong Track 60",-31,2011-03-01,2011.0,10.0
130,130,Direction of Country,Rasmussen Reports,"Right Direction 40, Wrong Track 53",-13,2011-03-05,2011.0,7.0
131,131,Direction of Country,Economist/YouGov,"Right Direction 34, Wrong Track 56",-22,2011-03-07,2011.0,9.0
132,132,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 56",-25,2011-03-07,2011.0,10.0
133,133,Direction of Country,Monmouth,"Right Direction 33, Wrong Track 60",-27,2011-03-07,2011.0,13.0
134,134,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 68",-41,2011-03-09,2011.0,7.0
135,135,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 64",-33,2011-03-09,2011.0,10.0
136,136,Direction of Country,Bloomberg,"Right Direction 28, Wrong Track 63",-35,2011-03-10,2011.0,0.0
137,137,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 72",-50,2011-03-16,2011.0,7.0
138,138,Direction of Country,National Journal/FD,"Right Direction 26, Wrong Track 60",-34,2011-03-18,2011.0,12.0
139,139,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 71",-48,2011-03-23,2011.0,7.0
140,140,Direction of Country,FDU/Public Mind,"Right Direction 27, Wrong Track 59",-32,2011-03-31,2011.0,0.0
141,141,Direction of Country,Associated Press/GfK,"Right Direction 35, Wrong Track 62",-27,2011-03-31,2011.0,9.0
142,142,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 68",-43,2011-03-31,2011.0,7.0
143,143,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 28, Wrong Track 63",-35,2011-04-06,2011.0,11.0
144,144,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 72",-48,2011-04-06,2011.0,7.0
145,145,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 69",-44,2011-04-13,2011.0,10.0
146,146,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 69",-46,2011-04-13,2011.0,7.0
147,147,Direction of Country,Democracy Corps (D),"Right Direction 26, Wrong Track 65",-39,2011-04-15,2011.0,8.0
148,148,Direction of Country,McClatchy/Marist,"Right Direction 31, Wrong Track 64",-33,2011-04-19,2011.0,12.0
149,149,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 70",-48,2011-04-20,2011.0,7.0
150,150,Direction of Country,CBS News/NY Times,"Right Direction 26, Wrong Track 70",-44,2011-04-21,2011.0,11.0
151,151,Direction of Country,Rasmussen Reports,"Right Direction 21, Wrong Track 71",-50,2011-04-27,2011.0,7.0
152,152,Direction of Country,Hearst/F&M;,"Right Direction 26, Wrong Track 66",-40,2011-04-28,2011.0,0.0
153,153,Direction of Country,Newsweek/Daily Beast,"Right Direction 20, Wrong Track 65",-45,2011-05-02,2011.0,0.0
154,154,Direction of Country,Newsweek/Daily Beast,"Right Direction 27, Wrong Track 60",-33,2011-05-03,2011.0,0.0
155,155,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 67",-42,2011-05-04,2011.0,7.0
156,156,Direction of Country,NBC News,"Right Direction 36, Wrong Track 50",-14,2011-05-09,2011.0,11.0
157,157,Direction of Country,Reuters/Ipsos,"Right Direction 38, Wrong Track 56",-18,2011-05-11,2011.0,10.0
158,158,Direction of Country,Associated Press/GfK,"Right Direction 45, Wrong Track 52",-7,2011-05-11,2011.0,9.0
159,159,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",-35,2011-05-11,2011.0,7.0
160,160,Direction of Country,Politico/GWU/Battleground,"Right Direction 32, Wrong Track 60",-28,2011-05-16,2011.0,9.0
161,161,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",-35,2011-05-18,2011.0,7.0
162,162,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",-34,2011-05-25,2011.0,7.0
163,163,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 66",-40,2011-06-01,2011.0,7.0
164,164,Direction of Country,Democracy Corps (D),"Right Direction 33, Wrong Track 58",-25,2011-06-02,2011.0,8.0
165,165,Direction of Country,National Journal/FD,"Right Direction 28, Wrong Track 58",-30,2011-06-03,2011.0,12.0
166,166,Direction of Country,ABC News/Wash Post,"Right Direction 32, Wrong Track 66",-34,2011-06-07,2011.0,13.0
167,167,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 64",-36,2011-06-08,2011.0,7.0
168,168,Direction of Country,CBS News,"Right Direction 31, Wrong Track 60",-29,2011-06-09,2011.0,11.0
169,169,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 29, Wrong Track 62",-33,2011-06-15,2011.0,11.0
170,170,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 65",-38,2011-06-15,2011.0,7.0
171,171,Direction of Country,Bloomberg,"Right Direction 26, Wrong Track 66",-40,2011-06-22,2011.0,0.0
172,172,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 65",-39,2011-06-22,2011.0,7.0
173,173,Direction of Country,Associated Press/GfK,"Right Direction 33, Wrong Track 63",-30,2011-06-22,2011.0,9.0
174,174,Direction of Country,Democracy Corps (D),"Right Direction 28, Wrong Track 61",-33,2011-06-27,2011.0,8.0
175,175,Direction of Country,McClatchy/Marist,"Right Direction 32, Wrong Track 59",-27,2011-06-28,2011.0,12.0
176,176,Direction of Country,CBS News/NY Times,"Right Direction 28, Wrong Track 63",-35,2011-06-29,2011.0,11.0
177,177,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 68",-44,2011-06-29,2011.0,7.0
178,178,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 68",-43,2011-07-06,2011.0,7.0
179,179,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 63",-32,2011-07-13,2011.0,10.0
180,180,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 68",-43,2011-07-13,2011.0,7.0
181,181,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 25, Wrong Track 67",-42,2011-07-19,2011.0,11.0
182,182,Direction of Country,Rasmussen Reports,"Right Direction 21, Wrong Track 71",-50,2011-07-20,2011.0,7.0
183,183,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",-58,2011-07-27,2011.0,7.0
184,184,Direction of Country,Rasmussen Reports,"Right Direction 14, Wrong Track 80",-66,2011-08-03,2011.0,7.0
185,185,Direction of Country,McClatchy/Marist,"Right Direction 21, Wrong Track 70",-49,2011-08-09,2011.0,12.0
186,186,Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 73",-52,2011-08-10,2011.0,10.0
187,187,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",-61,2011-08-10,2011.0,7.0
188,188,Direction of Country,Democracy Corps (D),"Right Direction 16, Wrong Track 75",-59,2011-08-12,2011.0,8.0
189,189,Direction of Country,Rasmussen Reports,"Right Direction 15, Wrong Track 80",-65,2011-08-17,2011.0,7.0
190,190,Direction of Country,Rasmussen Reports,"Right Direction 14, Wrong Track 79",-65,2011-08-24,2011.0,7.0
191,191,Direction of Country,Associated Press/GfK,"Right Direction 21, Wrong Track 75",-54,2011-08-25,2011.0,9.0
192,192,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 76",-60,2011-08-31,2011.0,7.0
193,193,Direction of Country,ABC News/Wash Post,"Right Direction 20, Wrong Track 77",-57,2011-09-06,2011.0,13.0
194,194,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 76",-58,2011-09-07,2011.0,7.0
195,195,Direction of Country,Bloomberg,"Right Direction 20, Wrong Track 72",-52,2011-09-14,2011.0,0.0
196,196,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",-58,2011-09-14,2011.0,7.0
197,197,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 68",-43,2011-09-14,2011.0,10.0
198,198,Direction of Country,CBS News/NY Times,"Right Direction 23, Wrong Track 72",-49,2011-09-17,2011.0,11.0
199,199,Direction of Country,McClatchy/Marist,"Right Direction 22, Wrong Track 73",-51,2011-09-20,2011.0,12.0
200,200,Direction of Country,Rasmussen Reports,"Right Direction 19, Wrong Track 75",-56,2011-09-21,2011.0,7.0
201,201,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",-58,2011-09-28,2011.0,7.0
202,202,Direction of Country,CBS News,"Right Direction 19, Wrong Track 73",-54,2011-10-03,2011.0,11.0
203,203,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 75",-57,2011-10-05,2011.0,7.0
204,204,Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 74",-53,2011-10-12,2011.0,10.0
205,205,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",-61,2011-10-12,2011.0,7.0
206,206,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 17, Wrong Track 74",-57,2011-10-13,2011.0,11.0
207,207,Direction of Country,Time,"Right Direction 14, Wrong Track 81",-67,2011-10-13,2011.0,11.0
208,208,Direction of Country,National Journal/FD,"Right Direction 20, Wrong Track 70",-50,2011-10-14,2011.0,12.0
209,209,Direction of Country,Rasmussen Reports,"Right Direction 15, Wrong Track 78",-63,2011-10-19,2011.0,7.0
210,210,Direction of Country,Democracy Corps (D),"Right Direction 15, Wrong Track 76",-61,2011-10-20,2011.0,8.0
211,211,Direction of Country,Associated Press/GfK,"Right Direction 24, Wrong Track 72",-48,2011-10-20,2011.0,9.0
212,212,Direction of Country,CBS News/NY Times,"Right Direction 21, Wrong Track 74",-53,2011-10-25,2011.0,11.0
213,213,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",-61,2011-10-26,2011.0,7.0
214,214,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",-59,2011-11-02,2011.0,7.0
215,215,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 70",-45,2011-11-04,2011.0,10.0
216,216,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 19, Wrong Track 73",-54,2011-11-07,2011.0,11.0
217,217,Direction of Country,ABC News/Wash Post,"Right Direction 22, Wrong Track 74",-52,2011-11-07,2011.0,13.0
218,218,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",-59,2011-11-09,2011.0,7.0
219,219,Direction of Country,Politico/GWU/Battleground,"Right Direction 18, Wrong Track 75",-57,2011-11-14,2011.0,9.0
220,220,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 75",-57,2011-11-16,2011.0,7.0
221,221,Direction of Country,McClatchy/Marist,"Right Direction 25, Wrong Track 70",-45,2011-11-16,2011.0,12.0
222,222,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 76",-60,2011-11-30,2011.0,7.0
223,223,Direction of Country,CBS News,"Right Direction 21, Wrong Track 75",-54,2011-12-09,2011.0,11.0
224,224,Direction of Country,Rasmussen Reports,"Right Direction 19, Wrong Track 73",-54,2011-12-14,2011.0,7.0
225,225,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 22, Wrong Track 69",-47,2011-12-14,2011.0,11.0
226,226,Direction of Country,Reuters/Ipsos,"Right Direction 27, Wrong Track 69",-42,2011-12-14,2011.0,10.0
227,227,Direction of Country,National Journal/FD,"Right Direction 20, Wrong Track 70",-50,2011-12-15,2011.0,12.0
228,228,Direction of Country,Associated Press/GfK,"Right Direction 26, Wrong Track 70",-44,2011-12-16,2011.0,9.0
229,229,Direction of Country,CBS News,"Right Direction 25, Wrong Track 69",-44,2011-12-21,2011.0,11.0
230,230,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 71",-49,2011-12-21,2011.0,7.0
231,231,Direction of Country,Rasmussen Reports,"Right Direction 20, Wrong Track 72",-52,2011-12-28,2011.0,7.0
232,232,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 59",-26,2012-01-02,2012.0,7.0
233,233,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 71",-49,2012-01-04,2012.0,7.0
234,234,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 63",-31,2012-01-10,2012.0,10.0
235,235,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 58",-25,2012-01-10,2012.0,7.0
236,236,Direction of Country,CBS News,"Right Direction 29, Wrong Track 65",-36,2012-01-10,2012.0,11.0
237,237,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 69",-45,2012-01-11,2012.0,7.0
