,Unnamed: 0,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
29,29,Generic Congressional Vote,PPP (D),"Republicans 41, Democrats 43",2,2010-06-11,2010.0,9.0
30,30,Generic Congressional Vote,Gallup,"Republicans 49, Democrats 44",-5,2010-06-15,2010.0,9.0
31,31,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 36",-10,2010-06-15,2010.0,7.0
32,32,Generic Congressional Vote,Ipsos/McClatchy,"Republicans 43, Democrats 42",-1,2010-06-16,2010.0,10.0
33,33,Generic Congressional Vote,USA Today/Gallup,"Republicans 43, Democrats 48",5,2010-06-17,2010.0,9.0
34,34,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 36",-8,2010-06-21,2010.0,7.0
35,35,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 46",0,2010-06-21,2010.0,9.0
36,36,Generic Congressional Vote,Gallup,"Republicans 45, Democrats 46",1,2010-06-28,2010.0,9.0
37,37,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 38",-6,2010-06-28,2010.0,7.0
38,38,Generic Congressional Vote,Pew Research,"Republicans 45, Democrats 45",0,2010-07-01,2010.0,8.0
39,39,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 44",-2,2010-07-06,2010.0,9.0
40,40,Generic Congressional Vote,FOX News,"Republicans 42, Democrats 40",-2,2010-07-07,2010.0,12.0
41,41,Generic Congressional Vote,Democracy Corps (D),"Republicans 48, Democrats 42",-6,2010-07-08,2010.0,8.0
42,42,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 47",1,2010-07-12,2010.0,9.0
43,43,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 38",-6,2010-07-12,2010.0,7.0
44,44,Generic Congressional Vote,ABC News/Wash Post,"Republicans 49, Democrats 45",-4,2010-07-13,2010.0,13.0
45,45,Generic Congressional Vote,Bloomberg,"Republicans 48, Democrats 40",-8,2010-07-14,2010.0,0.0
46,46,Generic Congressional Vote,Time,"Republicans 42, Democrats 43",1,2010-07-15,2010.0,11.0
47,47,Generic Congressional Vote,FOX News,"Republicans 41, Democrats 37",-4,2010-07-16,2010.0,12.0
48,48,Generic Congressional Vote,Gallup,"Republicans 43, Democrats 49",6,2010-07-19,2010.0,9.0
49,49,Generic Congressional Vote,Rasmussen Reports,"Republicans 45, Democrats 36",-9,2010-07-19,2010.0,7.0
50,50,Generic Congressional Vote,PPP (D),"Republicans 43, Democrats 43",0,2010-07-19,2010.0,9.0
51,51,Generic Congressional Vote,Quinnipiac,"Republicans 43, Democrats 38",-5,2010-07-21,2010.0,11.0
52,52,Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 44",-5,2010-07-23,2010.0,10.0
53,53,Generic Congressional Vote,Gallup,"Republicans 44, Democrats 48",4,2010-07-26,2010.0,9.0
54,54,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 36",-10,2010-07-26,2010.0,7.0
55,55,Generic Congressional Vote,Reuters/Ipsos,"Republicans 46, Democrats 44",-2,2010-07-27,2010.0,10.0
56,56,Generic Congressional Vote,FOX News,"Republicans 47, Democrats 36",-11,2010-07-29,2010.0,12.0
57,57,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 38",-8,2010-08-02,2010.0,7.0
58,58,Generic Congressional Vote,Gallup,"Republicans 48, Democrats 43",-5,2010-08-02,2010.0,9.0
59,59,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 39",-7,2010-08-09,2010.0,7.0
60,60,Generic Congressional Vote,Gallup,"Republicans 49, Democrats 43",-6,2010-08-09,2010.0,9.0
61,61,Generic Congressional Vote,Pew Research,"Republicans 44, Democrats 45",1,2010-08-11,2010.0,8.0
62,62,Generic Congressional Vote,FOX News,"Republicans 44, Democrats 37",-7,2010-08-12,2010.0,12.0
63,63,Generic Congressional Vote,CNN/Opinion Research,"Republicans 48, Democrats 45",-3,2010-08-12,2010.0,10.0
64,64,Generic Congressional Vote,PPP (D),"Republicans 45, Democrats 42",-3,2010-08-15,2010.0,9.0
65,65,Generic Congressional Vote,Gallup,"Republicans 50, Democrats 43",-7,2010-08-16,2010.0,9.0
66,66,Generic Congressional Vote,Rasmussen Reports,"Republicans 48, Democrats 36",-12,2010-08-16,2010.0,7.0
67,67,Generic Congressional Vote,Associated Press/GfK,"Republicans 49, Democrats 45",-4,2010-08-18,2010.0,9.0
68,68,Generic Congressional Vote,Time,"Republicans 43, Democrats 37",-6,2010-08-19,2010.0,11.0
69,69,Generic Congressional Vote,Gallup,"Republicans 47, Democrats 44",-3,2010-08-23,2010.0,9.0
70,70,Generic Congressional Vote,Rasmussen Reports,"Republicans 47, Democrats 38",-9,2010-08-23,2010.0,7.0
71,71,Generic Congressional Vote,Reuters/Ipsos,"Republicans 46, Democrats 45",-1,2010-08-25,2010.0,10.0
72,72,Generic Congressional Vote,Newsweek,"Republicans 45, Democrats 45",0,2010-08-27,2010.0,0.0
73,73,Generic Congressional Vote,Rasmussen Reports,"Republicans 45, Democrats 39",-6,2010-08-30,2010.0,7.0
74,74,Generic Congressional Vote,Gallup,"Republicans 51, Democrats 41",-10,2010-08-30,2010.0,9.0
75,75,Generic Congressional Vote,USA Today/Gallup,"Republicans 49, Democrats 43",-6,2010-09-03,2010.0,9.0
76,76,Generic Congressional Vote,FOX News,"Republicans 46, Democrats 37",-9,2010-09-03,2010.0,12.0
77,77,Generic Congressional Vote,Rasmussen Reports,"Republicans 48, Democrats 36",-12,2010-09-06,2010.0,7.0
78,78,Generic Congressional Vote,CNN/Opinion Research,"Republicans 52, Democrats 45",-7,2010-09-06,2010.0,10.0
79,79,Generic Congressional Vote,National Journal/FD,"Republicans 36, Democrats 38",2,2010-09-07,2010.0,12.0
80,80,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 46",0,2010-09-07,2010.0,9.0
81,81,Generic Congressional Vote,ABC News/Wash Post,"Republicans 53, Democrats 40",-13,2010-09-07,2010.0,13.0
82,82,Generic Congressional Vote,Democracy Corps (D),"Republicans 49, Democrats 42",-7,2010-09-08,2010.0,8.0
83,83,Generic Congressional Vote,Quinnipiac,"Republicans 42, Democrats 37",-5,2010-09-09,2010.0,11.0
84,84,Generic Congressional Vote,Rasmussen Reports,"Republicans 47, Democrats 38",-9,2010-09-13,2010.0,7.0
85,85,Generic Congressional Vote,Gallup,"Republicans 48, Democrats 43",-5,2010-09-13,2010.0,9.0
86,86,Generic Congressional Vote,PPP (D),"Republicans 44, Democrats 45",1,2010-09-15,2010.0,9.0
87,87,Generic Congressional Vote,CBS News/NY Times,"Republicans 40, Democrats 38",-2,2010-09-15,2010.0,11.0
88,88,Generic Congressional Vote,Democracy Corps (D),"Republicans 50, Democrats 40",-10,2010-09-15,2010.0,8.0
89,89,Generic Congressional Vote,Associated Press/GfK,"Republicans 53, Democrats 43",-10,2010-09-16,2010.0,9.0
90,90,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 43, Democrats 43",0,2010-09-16,2010.0,9.0
91,91,Generic Congressional Vote,FOX News,"Republicans 46, Democrats 40",-6,2010-09-18,2010.0,12.0
92,92,Generic Congressional Vote,Gallup,"Republicans 45, Democrats 46",1,2010-09-20,2010.0,9.0
93,93,Generic Congressional Vote,Rasmussen Reports,"Republicans 48, Democrats 38",-10,2010-09-20,2010.0,7.0
94,94,Generic Congressional Vote,Reuters/Ipsos,"Republicans 45, Democrats 46",1,2010-09-21,2010.0,10.0
95,95,Generic Congressional Vote,McClatchy/Marist,"Republicans 47, Democrats 45",-2,2010-09-22,2010.0,12.0
96,96,Generic Congressional Vote,POS (R),"Republicans 44, Democrats 39",-5,2010-09-23,2010.0,13.0
97,97,Generic Congressional Vote,Pew Research,"Republicans 50, Democrats 43",-7,2010-09-23,2010.0,8.0
98,98,Generic Congressional Vote,CNN/Opinion Research,"Republicans 53, Democrats 44",-9,2010-09-24,2010.0,10.0
99,99,Generic Congressional Vote,Gallup,"Republicans 46, Democrats 46",0,2010-09-27,2010.0,9.0
100,100,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 40",-6,2010-09-27,2010.0,7.0
101,101,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 47, Democrats 42",-5,2010-09-27,2010.0,9.0
102,102,Generic Congressional Vote,FOX News,"Republicans 44, Democrats 38",-6,2010-09-30,2010.0,12.0
103,103,Generic Congressional Vote,Newsweek,"Republicans 43, Democrats 48",5,2010-10-01,2010.0,0.0
104,104,Generic Congressional Vote,Rasmussen Reports,"Republicans 45, Democrats 42",-3,2010-10-04,2010.0,7.0
105,105,Generic Congressional Vote,Gallup (LV Lower Turnout)*,"Republicans 56, Democrats 38",-18,2010-10-04,2010.0,0.0
106,106,Generic Congressional Vote,Gallup (LV Higher Turnout)*,"Republicans 53, Democrats 40",-13,2010-10-04,2010.0,0.0
107,107,Generic Congressional Vote,ABC News/Wash Post,"Republicans 49, Democrats 43",-6,2010-10-05,2010.0,13.0
108,108,Generic Congressional Vote,Democracy Corps (D),"Republicans 49, Democrats 43",-6,2010-10-06,2010.0,8.0
109,109,Generic Congressional Vote,CBS News,"Republicans 45, Democrats 37",-8,2010-10-07,2010.0,11.0
110,110,Generic Congressional Vote,CNN/Opinion Research,"Republicans 52, Democrats 45",-7,2010-10-08,2010.0,10.0
111,111,Generic Congressional Vote,Gallup (LV Lower Turnout)*,"Republicans 56, Democrats 39",-17,2010-10-11,2010.0,0.0
112,112,Generic Congressional Vote,Gallup (LV Higher Turnout)*,"Republicans 53, Democrats 41",-12,2010-10-11,2010.0,0.0
113,113,Generic Congressional Vote,Rasmussen Reports,"Republicans 47, Democrats 39",-8,2010-10-11,2010.0,7.0
114,114,Generic Congressional Vote,Bloomberg,"Republicans 40, Democrats 42",2,2010-10-12,2010.0,0.0
115,115,Generic Congressional Vote,Reuters/Ipsos,"Republicans 48, Democrats 44",-4,2010-10-13,2010.0,10.0
116,116,Generic Congressional Vote,FOX News,"Republicans 48, Democrats 39",-9,2010-10-14,2010.0,12.0
117,117,Generic Congressional Vote,Rasmussen Reports,"Republicans 48, Democrats 39",-9,2010-10-18,2010.0,7.0
118,118,Generic Congressional Vote,Gallup (LV Higher Turnout)*,"Republicans 53, Democrats 42",-11,2010-10-18,2010.0,0.0
119,119,Generic Congressional Vote,Gallup (LV Lower Turnout)*,"Republicans 56, Democrats 39",-17,2010-10-18,2010.0,0.0
120,120,Generic Congressional Vote,Associated Press/GfK,"Republicans 50, Democrats 43",-7,2010-10-20,2010.0,9.0
121,121,Generic Congressional Vote,Pew Research,"Republicans 50, Democrats 40",-10,2010-10-21,2010.0,8.0
122,122,Generic Congressional Vote,Newsweek,"Republicans 45, Democrats 48",3,2010-10-22,2010.0,0.0
123,123,Generic Congressional Vote,Gallup (LV Lower Turnout)*,"Republicans 55, Democrats 41",-14,2010-10-25,2010.0,0.0
124,124,Generic Congressional Vote,Gallup (LV Higher Turnout)*,"Republicans 52, Democrats 43",-9,2010-10-25,2010.0,0.0
125,125,Generic Congressional Vote,Rasmussen Reports,"Republicans 51, Democrats 39",-12,2010-10-25,2010.0,7.0
126,126,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 47, Democrats 42",-5,2010-10-25,2010.0,9.0
127,127,Generic Congressional Vote,McClatchy/Marist,"Republicans 49, Democrats 43",-6,2010-10-27,2010.0,12.0
128,128,Generic Congressional Vote,CBS News/NY Times,"Republicans 49, Democrats 43",-6,2010-10-27,2010.0,11.0
129,129,Generic Congressional Vote,Bloomberg,"Republicans 47, Democrats 44",-3,2010-10-28,2010.0,0.0
130,130,Generic Congressional Vote,FOX News,"Republicans 50, Democrats 37",-13,2010-10-29,2010.0,12.0
131,131,Generic Congressional Vote,CNN/Opinion Research,"Republicans 52, Democrats 42",-10,2010-10-31,2010.0,10.0
132,132,Generic Congressional Vote,ABC News/Wash Post,"Republicans 49, Democrats 45",-4,2010-10-31,2010.0,13.0
133,133,Generic Congressional Vote,Pew Research,"Republicans 48, Democrats 42",-6,2010-10-31,2010.0,8.0
134,134,Generic Congressional Vote,Reuters/Ipsos,"Republicans 50, Democrats 44",-6,2010-11-01,2010.0,10.0
135,135,Generic Congressional Vote,Gallup,"Republicans 55, Democrats 40",-15,2010-11-01,2010.0,9.0
136,136,Generic Congressional Vote,Rasmussen Reports,"Republicans 51, Democrats 39",-12,2010-11-01,2010.0,7.0
137,137,2018 Generic Congressional Vote,CNN,"Democrats 49, Republicans 44",5,2011-01-21,2011.0,10.0
138,138,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 39",12,2011-01-22,2011.0,13.0
139,139,2018 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 38",6,2011-01-24,2011.0,12.0
140,140,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",8,2011-01-24,2011.0,10.0
141,141,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",4,2011-01-24,2011.0,9.0
142,142,2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",13,2011-01-24,2011.0,11.0
143,143,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 37",8,2011-01-29,2011.0,7.0
144,144,2018 Generic Congressional Vote,Monmouth,"Democrats 47, Republicans 45",2,2011-01-31,2011.0,13.0
145,145,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",5,2011-01-31,2011.0,9.0
146,146,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",6,2011-01-31,2011.0,10.0
147,147,2018 Generic Congressional Vote,IBD/TIPP,"Democrats 46, Republicans 41",5,2011-02-06,2011.0,11.0
148,148,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",7,2011-02-07,2011.0,10.0
149,149,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",6,2011-02-07,2011.0,9.0
150,150,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 40",9,2011-02-07,2011.0,11.0
151,151,2018 Generic Congressional Vote,Marist,"Democrats 49, Republicans 38",11,2011-02-09,2011.0,12.0
152,152,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 38",4,2011-02-14,2011.0,9.0
153,153,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 30",9,2011-02-14,2011.0,10.0
154,154,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 41",8,2011-02-14,2011.0,9.0
155,155,2018 Generic Congressional Vote,Quinnipiac,"Democrats 53, Republicans 38",15,2011-02-20,2011.0,11.0
156,156,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 35",8,2011-02-21,2011.0,9.0
157,157,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",8,2011-02-21,2011.0,10.0
158,158,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 41, Republicans 36",5,2011-02-21,2011.0,0.0
159,159,2018 Generic Congressional Vote,Marist,"Democrats 46, Republicans 39",7,2011-02-23,2011.0,12.0
160,160,2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",16,2011-02-26,2011.0,10.0
161,161,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",6,2011-02-28,2011.0,10.0
162,162,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 38",2,2011-02-28,2011.0,9.0
163,163,2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 47, Republicans 32",15,2011-03-01,2011.0,10.0
164,164,2018 Generic Congressional Vote,Monmouth,"Democrats 50, Republicans 41",9,2011-03-07,2011.0,13.0
165,165,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",6,2011-03-07,2011.0,9.0
166,166,2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 38",10,2011-03-07,2011.0,11.0
167,167,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",6,2011-03-08,2011.0,7.0
168,168,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",7,2011-03-08,2011.0,10.0
169,169,Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 40",-2,2011-05-23,2011.0,7.0
170,170,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 37",-6,2011-05-31,2011.0,7.0
171,171,Generic Congressional Vote,Democracy Corps (D),"Republicans 45, Democrats 46",1,2011-06-02,2011.0,8.0
172,172,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 37",-6,2011-06-07,2011.0,7.0
173,173,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",-5,2011-06-14,2011.0,7.0
174,174,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 37",-6,2011-06-20,2011.0,7.0
175,175,Generic Congressional Vote,Democracy Corps (D),"Republicans 47, Democrats 44",-3,2011-06-27,2011.0,8.0
176,176,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 37",-7,2011-06-28,2011.0,7.0
177,177,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",-3,2011-07-05,2011.0,7.0
178,178,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 38",-6,2011-07-11,2011.0,7.0
179,179,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 44",-6,2011-07-18,2011.0,7.0
180,180,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 38",-6,2011-07-18,2011.0,7.0
181,181,Generic Congressional Vote,PPP (D),"Democrats 46, Republicans 44",2,2011-07-21,2011.0,9.0
182,182,Generic Congressional Vote,PPP (D),"Republicans 44, Democrats 46",2,2011-07-21,2011.0,9.0
183,183,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 44",-6,2011-07-26,2011.0,7.0
184,184,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 38",-6,2011-07-26,2011.0,7.0
185,185,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 39",-4,2011-08-01,2011.0,7.0
186,186,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 43",-4,2011-08-01,2011.0,7.0
187,187,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 41",-2,2011-08-09,2011.0,7.0
188,188,Generic Congressional Vote,USA Today/Gallup,"Democrats 51, Republicans 44",7,2011-08-11,2011.0,9.0
189,189,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 47",-1,2011-08-12,2011.0,8.0
190,190,Generic Congressional Vote,Rasmussen Reports,"Democrats 37, Republicans 44",-7,2011-08-15,2011.0,7.0
191,191,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 44",-6,2011-08-23,2011.0,7.0
192,192,Generic Congressional Vote,Pew Research,"Democrats 48, Republicans 44",4,2011-08-25,2011.0,8.0
193,193,Generic Congressional Vote,Rasmussen Reports,"Democrats 36, Republicans 45",-9,2011-08-30,2011.0,7.0
194,194,Generic Congressional Vote,Quinnipiac,"Democrats 38, Republicans 38",0,2011-08-31,2011.0,11.0
195,195,Generic Congressional Vote,Rasmussen Reports,"Democrats 37, Republicans 44",-7,2011-09-06,2011.0,7.0
196,196,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 41, Republicans 40",1,2011-09-06,2011.0,9.0
197,197,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 43",-5,2011-09-13,2011.0,7.0
198,198,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2011-09-20,2011.0,7.0
199,199,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 42",-2,2011-09-27,2011.0,7.0
200,200,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 44",-6,2011-10-04,2011.0,7.0
201,201,Generic Congressional Vote,Quinnipiac,"Democrats 39, Republicans 39",0,2011-10-05,2011.0,11.0
202,202,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 43",-5,2011-10-11,2011.0,7.0
203,203,Generic Congressional Vote,Reuters/Ipsos,"Democrats 48, Republicans 40",8,2011-10-12,2011.0,10.0
204,204,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2011-10-18,2011.0,7.0
205,205,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 46",0,2011-10-20,2011.0,8.0
206,206,Generic Congressional Vote,Rasmussen Reports,"Democrats 36, Republicans 44",-8,2011-10-25,2011.0,7.0
207,207,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 43",-3,2011-11-01,2011.0,7.0
208,208,Generic Congressional Vote,Quinnipiac,"Democrats 42, Republicans 34",8,2011-11-02,2011.0,11.0
209,209,Generic Congressional Vote,Reuters/Ipsos,"Democrats 48, Republicans 43",5,2011-11-04,2011.0,10.0
210,210,Generic Congressional Vote,Rasmussen Reports,"Democrats 37, Republicans 44",-7,2011-11-08,2011.0,7.0
211,211,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 44, Republicans 43",1,2011-11-14,2011.0,9.0
212,212,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 41",0,2011-11-15,2011.0,7.0
213,213,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 41",-1,2011-11-22,2011.0,7.0
214,214,Generic Congressional Vote,Quinnipiac,"Democrats 40, Republicans 36",4,2011-11-23,2011.0,11.0
215,215,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 43",-5,2011-11-29,2011.0,7.0
216,216,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 43",-5,2011-12-06,2011.0,7.0
217,217,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2011-12-13,2011.0,7.0
218,218,Generic Congressional Vote,Reuters/Ipsos,"Democrats 48, Republicans 42",6,2011-12-14,2011.0,10.0
219,219,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 43",-3,2011-12-20,2011.0,7.0
220,220,Generic Congressional Vote,PPP (D),"Democrats 46, Republicans 44",2,2011-12-22,2011.0,9.0
221,221,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 43",-3,2011-12-27,2011.0,7.0
222,222,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 43",-5,2012-01-03,2012.0,7.0
223,223,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 44",-6,2012-01-10,2012.0,7.0
224,224,Generic Congressional Vote,Reuters/Ipsos,"Democrats 48, Republicans 44",4,2012-01-10,2012.0,10.0
225,225,Generic Congressional Vote,Democracy Corps (D),"Democrats 47, Republicans 44",3,2012-01-13,2012.0,8.0
226,226,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 44",-6,2012-01-17,2012.0,7.0
227,227,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2012-01-24,2012.0,7.0
228,228,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 40",1,2012-01-30,2012.0,7.0
229,229,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 43",-2,2012-02-06,2012.0,7.0
230,230,Generic Congressional Vote,Reuters/Ipsos,"Republicans 44, Democrats 46",2,2012-02-07,2012.0,10.0
231,231,Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 44",2,2012-02-07,2012.0,10.0
232,232,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 41",-2,2012-02-13,2012.0,7.0
233,233,Generic Congressional Vote,Democracy Corps (D),"Republicans 45, Democrats 47",2,2012-02-15,2012.0,8.0
234,234,Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 41",-1,2012-02-20,2012.0,7.0
235,235,Generic Congressional Vote,Quinnipiac,"Republicans 40, Democrats 38",-2,2012-02-22,2012.0,11.0
236,236,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 39",-4,2012-02-27,2012.0,7.0
237,237,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 45, Democrats 46",1,2012-02-27,2012.0,9.0
238,238,Generic Congressional Vote,USA Today/Gallup,"Republicans 47, Democrats 47",0,2012-03-02,2012.0,9.0
239,239,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 41",-3,2012-03-05,2012.0,7.0
