"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"30",30,29,"Generic Congressional Vote","PPP (D)","Republicans 41, Democrats 43",-2,"2010-06-11",2010,"B"
"31",31,30,"Generic Congressional Vote","Gallup","Republicans 49, Democrats 44",5,"2010-06-15",2010,"B"
"32",32,31,"Generic Congressional Vote","Rasmussen Reports","Republicans 46, Democrats 36",10,"2010-06-15",2010,"C+"
"33",33,32,"Generic Congressional Vote","Ipsos/McClatchy","Republicans 43, Democrats 42",1,"2010-06-16",2010,"B+"
"34",34,33,"Generic Congressional Vote","USA Today/Gallup","Republicans 43, Democrats 48",-5,"2010-06-17",2010,"B"
"35",35,34,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 36",8,"2010-06-21",2010,"C+"
"36",36,35,"Generic Congressional Vote","Gallup","Republicans 46, Democrats 46",0,"2010-06-21",2010,"B"
"37",37,36,"Generic Congressional Vote","Gallup","Republicans 45, Democrats 46",-1,"2010-06-28",2010,"B"
"38",38,37,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 38",6,"2010-06-28",2010,"C+"
"39",39,38,"Generic Congressional Vote","Pew Research","Republicans 45, Democrats 45",0,"2010-07-01",2010,"B-"
"40",40,39,"Generic Congressional Vote","Gallup","Republicans 46, Democrats 44",2,"2010-07-06",2010,"B"
"41",41,40,"Generic Congressional Vote","FOX News","Republicans 42, Democrats 40",2,"2010-07-07",2010,"A"
"42",42,41,"Generic Congressional Vote","Democracy Corps (D)","Republicans 48, Democrats 42",6,"2010-07-08",2010,"B-"
"43",43,42,"Generic Congressional Vote","Gallup","Republicans 46, Democrats 47",-1,"2010-07-12",2010,"B"
"44",44,43,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 38",6,"2010-07-12",2010,"C+"
"45",45,44,"Generic Congressional Vote","ABC News/Wash Post","Republicans 49, Democrats 45",4,"2010-07-13",2010,"A+"
"46",46,45,"Generic Congressional Vote","Bloomberg","Republicans 48, Democrats 40",8,"2010-07-14",2010,"unknown"
"47",47,46,"Generic Congressional Vote","Time","Republicans 42, Democrats 43",-1,"2010-07-15",2010,"A-"
"48",48,47,"Generic Congressional Vote","FOX News","Republicans 41, Democrats 37",4,"2010-07-16",2010,"A"
"49",49,48,"Generic Congressional Vote","Gallup","Republicans 43, Democrats 49",-6,"2010-07-19",2010,"B"
"50",50,49,"Generic Congressional Vote","Rasmussen Reports","Republicans 45, Democrats 36",9,"2010-07-19",2010,"C+"
"51",51,50,"Generic Congressional Vote","PPP (D)","Republicans 43, Democrats 43",0,"2010-07-19",2010,"B"
"52",52,51,"Generic Congressional Vote","Quinnipiac","Republicans 43, Democrats 38",5,"2010-07-21",2010,"A-"
"53",53,52,"Generic Congressional Vote","CNN/Opinion Research","Republicans 49, Democrats 44",5,"2010-07-23",2010,"B+"
"54",54,53,"Generic Congressional Vote","Gallup","Republicans 44, Democrats 48",-4,"2010-07-26",2010,"B"
"55",55,54,"Generic Congressional Vote","Rasmussen Reports","Republicans 46, Democrats 36",10,"2010-07-26",2010,"C+"
"56",56,55,"Generic Congressional Vote","Reuters/Ipsos","Republicans 46, Democrats 44",2,"2010-07-27",2010,"B+"
"57",57,56,"Generic Congressional Vote","FOX News","Republicans 47, Democrats 36",11,"2010-07-29",2010,"A"
"58",58,57,"Generic Congressional Vote","Rasmussen Reports","Republicans 46, Democrats 38",8,"2010-08-02",2010,"C+"
"59",59,58,"Generic Congressional Vote","Gallup","Republicans 48, Democrats 43",5,"2010-08-02",2010,"B"
"60",60,59,"Generic Congressional Vote","Rasmussen Reports","Republicans 46, Democrats 39",7,"2010-08-09",2010,"C+"
"61",61,60,"Generic Congressional Vote","Gallup","Republicans 49, Democrats 43",6,"2010-08-09",2010,"B"
"62",62,61,"Generic Congressional Vote","Pew Research","Republicans 44, Democrats 45",-1,"2010-08-11",2010,"B-"
"63",63,62,"Generic Congressional Vote","FOX News","Republicans 44, Democrats 37",7,"2010-08-12",2010,"A"
"64",64,63,"Generic Congressional Vote","CNN/Opinion Research","Republicans 48, Democrats 45",3,"2010-08-12",2010,"B+"
"65",65,64,"Generic Congressional Vote","PPP (D)","Republicans 45, Democrats 42",3,"2010-08-15",2010,"B"
"66",66,65,"Generic Congressional Vote","Gallup","Republicans 50, Democrats 43",7,"2010-08-16",2010,"B"
"67",67,66,"Generic Congressional Vote","Rasmussen Reports","Republicans 48, Democrats 36",12,"2010-08-16",2010,"C+"
"68",68,67,"Generic Congressional Vote","Associated Press/GfK","Republicans 49, Democrats 45",4,"2010-08-18",2010,"B"
"69",69,68,"Generic Congressional Vote","Time","Republicans 43, Democrats 37",6,"2010-08-19",2010,"A-"
"70",70,69,"Generic Congressional Vote","Gallup","Republicans 47, Democrats 44",3,"2010-08-23",2010,"B"
"71",71,70,"Generic Congressional Vote","Rasmussen Reports","Republicans 47, Democrats 38",9,"2010-08-23",2010,"C+"
"72",72,71,"Generic Congressional Vote","Reuters/Ipsos","Republicans 46, Democrats 45",1,"2010-08-25",2010,"B+"
"73",73,72,"Generic Congressional Vote","Newsweek","Republicans 45, Democrats 45",0,"2010-08-27",2010,"unknown"
"74",74,73,"Generic Congressional Vote","Rasmussen Reports","Republicans 45, Democrats 39",6,"2010-08-30",2010,"C+"
"75",75,74,"Generic Congressional Vote","Gallup","Republicans 51, Democrats 41",10,"2010-08-30",2010,"B"
"76",76,75,"Generic Congressional Vote","USA Today/Gallup","Republicans 49, Democrats 43",6,"2010-09-03",2010,"B"
"77",77,76,"Generic Congressional Vote","FOX News","Republicans 46, Democrats 37",9,"2010-09-03",2010,"A"
"78",78,77,"Generic Congressional Vote","Rasmussen Reports","Republicans 48, Democrats 36",12,"2010-09-06",2010,"C+"
"79",79,78,"Generic Congressional Vote","CNN/Opinion Research","Republicans 52, Democrats 45",7,"2010-09-06",2010,"B+"
"80",80,79,"Generic Congressional Vote","National Journal/FD","Republicans 36, Democrats 38",-2,"2010-09-07",2010,"A"
"81",81,80,"Generic Congressional Vote","Gallup","Republicans 46, Democrats 46",0,"2010-09-07",2010,"B"
"82",82,81,"Generic Congressional Vote","ABC News/Wash Post","Republicans 53, Democrats 40",13,"2010-09-07",2010,"A+"
"83",83,82,"Generic Congressional Vote","Democracy Corps (D)","Republicans 49, Democrats 42",7,"2010-09-08",2010,"B-"
"84",84,83,"Generic Congressional Vote","Quinnipiac","Republicans 42, Democrats 37",5,"2010-09-09",2010,"A-"
"85",85,84,"Generic Congressional Vote","Rasmussen Reports","Republicans 47, Democrats 38",9,"2010-09-13",2010,"C+"
"86",86,85,"Generic Congressional Vote","Gallup","Republicans 48, Democrats 43",5,"2010-09-13",2010,"B"
"87",87,86,"Generic Congressional Vote","PPP (D)","Republicans 44, Democrats 45",-1,"2010-09-15",2010,"B"
"88",88,87,"Generic Congressional Vote","CBS News/NY Times","Republicans 40, Democrats 38",2,"2010-09-15",2010,"A-"
"89",89,88,"Generic Congressional Vote","Democracy Corps (D)","Republicans 50, Democrats 40",10,"2010-09-15",2010,"B-"
"90",90,89,"Generic Congressional Vote","Associated Press/GfK","Republicans 53, Democrats 43",10,"2010-09-16",2010,"B"
"91",91,90,"Generic Congressional Vote","Politico/GWU/Battleground","Republicans 43, Democrats 43",0,"2010-09-16",2010,"B"
"92",92,91,"Generic Congressional Vote","FOX News","Republicans 46, Democrats 40",6,"2010-09-18",2010,"A"
"93",93,92,"Generic Congressional Vote","Gallup","Republicans 45, Democrats 46",-1,"2010-09-20",2010,"B"
"94",94,93,"Generic Congressional Vote","Rasmussen Reports","Republicans 48, Democrats 38",10,"2010-09-20",2010,"C+"
"95",95,94,"Generic Congressional Vote","Reuters/Ipsos","Republicans 45, Democrats 46",-1,"2010-09-21",2010,"B+"
"96",96,95,"Generic Congressional Vote","McClatchy/Marist","Republicans 47, Democrats 45",2,"2010-09-22",2010,"A"
"97",97,96,"Generic Congressional Vote","POS (R)","Republicans 44, Democrats 39",5,"2010-09-23",2010,"A+"
"98",98,97,"Generic Congressional Vote","Pew Research","Republicans 50, Democrats 43",7,"2010-09-23",2010,"B-"
"99",99,98,"Generic Congressional Vote","CNN/Opinion Research","Republicans 53, Democrats 44",9,"2010-09-24",2010,"B+"
"100",100,99,"Generic Congressional Vote","Gallup","Republicans 46, Democrats 46",0,"2010-09-27",2010,"B"
"101",101,100,"Generic Congressional Vote","Rasmussen Reports","Republicans 46, Democrats 40",6,"2010-09-27",2010,"C+"
"102",102,101,"Generic Congressional Vote","Politico/GWU/Battleground","Republicans 47, Democrats 42",5,"2010-09-27",2010,"B"
"103",103,102,"Generic Congressional Vote","FOX News","Republicans 44, Democrats 38",6,"2010-09-30",2010,"A"
"104",104,103,"Generic Congressional Vote","Newsweek","Republicans 43, Democrats 48",-5,"2010-10-01",2010,"unknown"
"105",105,104,"Generic Congressional Vote","Rasmussen Reports","Republicans 45, Democrats 42",3,"2010-10-04",2010,"C+"
"106",106,105,"Generic Congressional Vote","Gallup (LV Lower Turnout)*","Republicans 56, Democrats 38",18,"2010-10-04",2010,"B"
"107",107,106,"Generic Congressional Vote","Gallup (LV Higher Turnout)*","Republicans 53, Democrats 40",13,"2010-10-04",2010,"B"
"108",108,107,"Generic Congressional Vote","ABC News/Wash Post","Republicans 49, Democrats 43",6,"2010-10-05",2010,"A+"
"109",109,108,"Generic Congressional Vote","Democracy Corps (D)","Republicans 49, Democrats 43",6,"2010-10-06",2010,"B-"
"110",110,109,"Generic Congressional Vote","CBS News","Republicans 45, Democrats 37",8,"2010-10-07",2010,"A-"
"111",111,110,"Generic Congressional Vote","CNN/Opinion Research","Republicans 52, Democrats 45",7,"2010-10-08",2010,"B+"
"112",112,111,"Generic Congressional Vote","Gallup (LV Lower Turnout)*","Republicans 56, Democrats 39",17,"2010-10-11",2010,"B"
"113",113,112,"Generic Congressional Vote","Gallup (LV Higher Turnout)*","Republicans 53, Democrats 41",12,"2010-10-11",2010,"B"
"114",114,113,"Generic Congressional Vote","Rasmussen Reports","Republicans 47, Democrats 39",8,"2010-10-11",2010,"C+"
"115",115,114,"Generic Congressional Vote","Bloomberg","Republicans 40, Democrats 42",-2,"2010-10-12",2010,"unknown"
"116",116,115,"Generic Congressional Vote","Reuters/Ipsos","Republicans 48, Democrats 44",4,"2010-10-13",2010,"B+"
"117",117,116,"Generic Congressional Vote","FOX News","Republicans 48, Democrats 39",9,"2010-10-14",2010,"A"
"118",118,117,"Generic Congressional Vote","Rasmussen Reports","Republicans 48, Democrats 39",9,"2010-10-18",2010,"C+"
"119",119,118,"Generic Congressional Vote","Gallup (LV Higher Turnout)*","Republicans 53, Democrats 42",11,"2010-10-18",2010,"B"
"120",120,119,"Generic Congressional Vote","Gallup (LV Lower Turnout)*","Republicans 56, Democrats 39",17,"2010-10-18",2010,"B"
"121",121,120,"Generic Congressional Vote","Associated Press/GfK","Republicans 50, Democrats 43",7,"2010-10-20",2010,"B"
"122",122,121,"Generic Congressional Vote","Pew Research","Republicans 50, Democrats 40",10,"2010-10-21",2010,"B-"
"123",123,122,"Generic Congressional Vote","Newsweek","Republicans 45, Democrats 48",-3,"2010-10-22",2010,"unknown"
"124",124,123,"Generic Congressional Vote","Gallup (LV Lower Turnout)*","Republicans 55, Democrats 41",14,"2010-10-25",2010,"B"
"125",125,124,"Generic Congressional Vote","Gallup (LV Higher Turnout)*","Republicans 52, Democrats 43",9,"2010-10-25",2010,"B"
"126",126,125,"Generic Congressional Vote","Rasmussen Reports","Republicans 51, Democrats 39",12,"2010-10-25",2010,"C+"
"127",127,126,"Generic Congressional Vote","Politico/GWU/Battleground","Republicans 47, Democrats 42",5,"2010-10-25",2010,"B"
"128",128,127,"Generic Congressional Vote","McClatchy/Marist","Republicans 49, Democrats 43",6,"2010-10-27",2010,"A"
"129",129,128,"Generic Congressional Vote","CBS News/NY Times","Republicans 49, Democrats 43",6,"2010-10-27",2010,"A-"
"130",130,129,"Generic Congressional Vote","Bloomberg","Republicans 47, Democrats 44",3,"2010-10-28",2010,"unknown"
"131",131,130,"Generic Congressional Vote","FOX News","Republicans 50, Democrats 37",13,"2010-10-29",2010,"A"
"132",132,131,"Generic Congressional Vote","CNN/Opinion Research","Republicans 52, Democrats 42",10,"2010-10-31",2010,"B+"
"133",133,132,"Generic Congressional Vote","ABC News/Wash Post","Republicans 49, Democrats 45",4,"2010-10-31",2010,"A+"
"134",134,133,"Generic Congressional Vote","Pew Research","Republicans 48, Democrats 42",6,"2010-10-31",2010,"B-"
"135",135,134,"Generic Congressional Vote","Reuters/Ipsos","Republicans 50, Democrats 44",6,"2010-11-01",2010,"B+"
"136",136,135,"Generic Congressional Vote","Gallup","Republicans 55, Democrats 40",15,"2010-11-01",2010,"B"
"137",137,136,"Generic Congressional Vote","Rasmussen Reports","Republicans 51, Democrats 39",12,"2010-11-01",2010,"C+"
"138",138,137,"2018 Generic Congressional Vote","CNN","Democrats 49, Republicans 44",-5,"2011-01-21",2011,"B+"
"139",139,138,"2018 Generic Congressional Vote","ABC News/Wash Post","Democrats 51, Republicans 39",-12,"2011-01-22",2011,"A+"
"140",140,139,"2018 Generic Congressional Vote","FOX News","Democrats 44, Republicans 38",-6,"2011-01-24",2011,"A"
"141",141,140,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 38, Republicans 30",-8,"2011-01-24",2011,"B+"
"142",142,141,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 41, Republicans 37",-4,"2011-01-24",2011,"B"
"143",143,142,"2018 Generic Congressional Vote","Quinnipiac","Democrats 51, Republicans 38",-13,"2011-01-24",2011,"A-"
"144",144,143,"2018 Generic Congressional Vote","Rasmussen Reports","Democrats 45, Republicans 37",-8,"2011-01-29",2011,"C+"
"145",145,144,"2018 Generic Congressional Vote","Monmouth","Democrats 47, Republicans 45",-2,"2011-01-31",2011,"A+"
"146",146,145,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 42, Republicans 37",-5,"2011-01-31",2011,"B"
"147",147,146,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 37, Republicans 31",-6,"2011-01-31",2011,"B+"
"148",148,147,"2018 Generic Congressional Vote","IBD/TIPP","Democrats 46, Republicans 41",-5,"2011-02-06",2011,"A-"
"149",149,148,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 38, Republicans 31",-7,"2011-02-07",2011,"B+"
"150",150,149,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 43, Republicans 37",-6,"2011-02-07",2011,"B"
"151",151,150,"2018 Generic Congressional Vote","Quinnipiac","Democrats 49, Republicans 40",-9,"2011-02-07",2011,"A-"
"152",152,151,"2018 Generic Congressional Vote","Marist","Democrats 49, Republicans 38",-11,"2011-02-09",2011,"A"
"153",153,152,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 42, Republicans 38",-4,"2011-02-14",2011,"B"
"154",154,153,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 39, Republicans 30",-9,"2011-02-14",2011,"B+"
"155",155,154,"2018 Generic Congressional Vote","PPP (D)","Democrats 49, Republicans 41",-8,"2011-02-14",2011,"B"
"156",156,155,"2018 Generic Congressional Vote","Quinnipiac","Democrats 53, Republicans 38",-15,"2011-02-20",2011,"A-"
"157",157,156,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 43, Republicans 35",-8,"2011-02-21",2011,"B"
"158",158,157,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 38, Republicans 30",-8,"2011-02-21",2011,"B+"
"159",159,158,"2018 Generic Congressional Vote","Harvard-Harris","Democrats 41, Republicans 36",-5,"2011-02-21",2011,"unknown"
"160",160,159,"2018 Generic Congressional Vote","Marist","Democrats 46, Republicans 39",-7,"2011-02-23",2011,"A"
"161",161,160,"2018 Generic Congressional Vote","CNN","Democrats 54, Republicans 38",-16,"2011-02-26",2011,"B+"
"162",162,161,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 37, Republicans 31",-6,"2011-02-28",2011,"B+"
"163",163,162,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 40, Republicans 38",-2,"2011-02-28",2011,"B"
"164",164,163,"2018 Generic Congressional Vote","USA Today/Suffolk","Democrats 47, Republicans 32",-15,"2011-03-01",2011,"B+"
"165",165,164,"2018 Generic Congressional Vote","Monmouth","Democrats 50, Republicans 41",-9,"2011-03-07",2011,"A+"
"166",166,165,"2018 Generic Congressional Vote","Economist/YouGov","Democrats 43, Republicans 37",-6,"2011-03-07",2011,"B"
"167",167,166,"2018 Generic Congressional Vote","Quinnipiac","Democrats 48, Republicans 38",-10,"2011-03-07",2011,"A-"
"168",168,167,"2018 Generic Congressional Vote","Rasmussen Reports","Democrats 46, Republicans 40",-6,"2011-03-08",2011,"C+"
"169",169,168,"2018 Generic Congressional Vote","Reuters/Ipsos","Democrats 38, Republicans 31",-7,"2011-03-08",2011,"B+"
"170",170,169,"Generic Congressional Vote","Rasmussen Reports","Republicans 42, Democrats 40",2,"2011-05-23",2011,"C+"
"171",171,170,"Generic Congressional Vote","Rasmussen Reports","Republicans 43, Democrats 37",6,"2011-05-31",2011,"C+"
"172",172,171,"Generic Congressional Vote","Democracy Corps (D)","Republicans 45, Democrats 46",-1,"2011-06-02",2011,"B-"
"173",173,172,"Generic Congressional Vote","Rasmussen Reports","Republicans 43, Democrats 37",6,"2011-06-07",2011,"C+"
"174",174,173,"Generic Congressional Vote","Rasmussen Reports","Republicans 43, Democrats 38",5,"2011-06-14",2011,"C+"
"175",175,174,"Generic Congressional Vote","Rasmussen Reports","Republicans 43, Democrats 37",6,"2011-06-20",2011,"C+"
"176",176,175,"Generic Congressional Vote","Democracy Corps (D)","Republicans 47, Democrats 44",3,"2011-06-27",2011,"B-"
"177",177,176,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 37",7,"2011-06-28",2011,"C+"
"178",178,177,"Generic Congressional Vote","Rasmussen Reports","Republicans 43, Democrats 40",3,"2011-07-05",2011,"C+"
"179",179,178,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 38",6,"2011-07-11",2011,"C+"
"180",180,179,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 44",6,"2011-07-18",2011,"C+"
"181",181,180,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 38",6,"2011-07-18",2011,"C+"
"182",182,181,"Generic Congressional Vote","PPP (D)","Democrats 46, Republicans 44",-2,"2011-07-21",2011,"B"
"183",183,182,"Generic Congressional Vote","PPP (D)","Republicans 44, Democrats 46",-2,"2011-07-21",2011,"B"
"184",184,183,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 44",6,"2011-07-26",2011,"C+"
"185",185,184,"Generic Congressional Vote","Rasmussen Reports","Republicans 44, Democrats 38",6,"2011-07-26",2011,"C+"
"186",186,185,"Generic Congressional Vote","Rasmussen Reports","Republicans 43, Democrats 39",4,"2011-08-01",2011,"C+"
"187",187,186,"Generic Congressional Vote","Rasmussen Reports","Democrats 39, Republicans 43",4,"2011-08-01",2011,"C+"
"188",188,187,"Generic Congressional Vote","Rasmussen Reports","Democrats 39, Republicans 41",2,"2011-08-09",2011,"C+"
"189",189,188,"Generic Congressional Vote","USA Today/Gallup","Democrats 51, Republicans 44",-7,"2011-08-11",2011,"B"
"190",190,189,"Generic Congressional Vote","Democracy Corps (D)","Democrats 46, Republicans 47",1,"2011-08-12",2011,"B-"
"191",191,190,"Generic Congressional Vote","Rasmussen Reports","Democrats 37, Republicans 44",7,"2011-08-15",2011,"C+"
"192",192,191,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 44",6,"2011-08-23",2011,"C+"
"193",193,192,"Generic Congressional Vote","Pew Research","Democrats 48, Republicans 44",-4,"2011-08-25",2011,"B-"
"194",194,193,"Generic Congressional Vote","Rasmussen Reports","Democrats 36, Republicans 45",9,"2011-08-30",2011,"C+"
"195",195,194,"Generic Congressional Vote","Quinnipiac","Democrats 38, Republicans 38",0,"2011-08-31",2011,"A-"
"196",196,195,"Generic Congressional Vote","Rasmussen Reports","Democrats 37, Republicans 44",7,"2011-09-06",2011,"C+"
"197",197,196,"Generic Congressional Vote","Politico/GWU/Battleground","Democrats 41, Republicans 40",-1,"2011-09-06",2011,"B"
"198",198,197,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 43",5,"2011-09-13",2011,"C+"
"199",199,198,"Generic Congressional Vote","Rasmussen Reports","Democrats 39, Republicans 42",3,"2011-09-20",2011,"C+"
"200",200,199,"Generic Congressional Vote","Rasmussen Reports","Democrats 40, Republicans 42",2,"2011-09-27",2011,"C+"
"201",201,200,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 44",6,"2011-10-04",2011,"C+"
"202",202,201,"Generic Congressional Vote","Quinnipiac","Democrats 39, Republicans 39",0,"2011-10-05",2011,"A-"
"203",203,202,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 43",5,"2011-10-11",2011,"C+"
"204",204,203,"Generic Congressional Vote","Reuters/Ipsos","Democrats 48, Republicans 40",-8,"2011-10-12",2011,"B+"
"205",205,204,"Generic Congressional Vote","Rasmussen Reports","Democrats 39, Republicans 42",3,"2011-10-18",2011,"C+"
"206",206,205,"Generic Congressional Vote","Democracy Corps (D)","Democrats 46, Republicans 46",0,"2011-10-20",2011,"B-"
"207",207,206,"Generic Congressional Vote","Rasmussen Reports","Democrats 36, Republicans 44",8,"2011-10-25",2011,"C+"
"208",208,207,"Generic Congressional Vote","Rasmussen Reports","Democrats 40, Republicans 43",3,"2011-11-01",2011,"C+"
"209",209,208,"Generic Congressional Vote","Quinnipiac","Democrats 42, Republicans 34",-8,"2011-11-02",2011,"A-"
"210",210,209,"Generic Congressional Vote","Reuters/Ipsos","Democrats 48, Republicans 43",-5,"2011-11-04",2011,"B+"
"211",211,210,"Generic Congressional Vote","Rasmussen Reports","Democrats 37, Republicans 44",7,"2011-11-08",2011,"C+"
"212",212,211,"Generic Congressional Vote","Politico/GWU/Battleground","Democrats 44, Republicans 43",-1,"2011-11-14",2011,"B"
"213",213,212,"Generic Congressional Vote","Rasmussen Reports","Democrats 41, Republicans 41",0,"2011-11-15",2011,"C+"
"214",214,213,"Generic Congressional Vote","Rasmussen Reports","Democrats 40, Republicans 41",1,"2011-11-22",2011,"C+"
"215",215,214,"Generic Congressional Vote","Quinnipiac","Democrats 40, Republicans 36",-4,"2011-11-23",2011,"A-"
"216",216,215,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 43",5,"2011-11-29",2011,"C+"
"217",217,216,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 43",5,"2011-12-06",2011,"C+"
"218",218,217,"Generic Congressional Vote","Rasmussen Reports","Democrats 39, Republicans 42",3,"2011-12-13",2011,"C+"
"219",219,218,"Generic Congressional Vote","Reuters/Ipsos","Democrats 48, Republicans 42",-6,"2011-12-14",2011,"B+"
"220",220,219,"Generic Congressional Vote","Rasmussen Reports","Democrats 40, Republicans 43",3,"2011-12-20",2011,"C+"
"221",221,220,"Generic Congressional Vote","PPP (D)","Democrats 46, Republicans 44",-2,"2011-12-22",2011,"B"
"222",222,221,"Generic Congressional Vote","Rasmussen Reports","Democrats 40, Republicans 43",3,"2011-12-27",2011,"C+"
"223",223,222,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 43",5,"2012-01-03",2012,"C+"
"224",224,223,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 44",6,"2012-01-10",2012,"C+"
"225",225,224,"Generic Congressional Vote","Reuters/Ipsos","Democrats 48, Republicans 44",-4,"2012-01-10",2012,"B+"
"226",226,225,"Generic Congressional Vote","Democracy Corps (D)","Democrats 47, Republicans 44",-3,"2012-01-13",2012,"B-"
"227",227,226,"Generic Congressional Vote","Rasmussen Reports","Democrats 38, Republicans 44",6,"2012-01-17",2012,"C+"
"228",228,227,"Generic Congressional Vote","Rasmussen Reports","Democrats 39, Republicans 42",3,"2012-01-24",2012,"C+"
"229",229,228,"Generic Congressional Vote","Rasmussen Reports","Democrats 41, Republicans 40",-1,"2012-01-30",2012,"C+"
"230",230,229,"Generic Congressional Vote","Rasmussen Reports","Democrats 41, Republicans 43",2,"2012-02-06",2012,"C+"
