"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"19",19,18,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 67",-39,"2010-05-26",2010,"C+"
"20",20,19,"Direction of Country","R2000/Daily Kos (D)","Right Direction 40, Wrong Track 56",-16,"2010-05-28",2010,"unknown"
"21",21,20,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 65",-35,"2010-06-02",2010,"C+"
"22",22,21,"Direction of Country","Democracy Corps (D)","Right Direction 33, Wrong Track 59",-26,"2010-06-04",2010,"B-"
"23",23,22,"Direction of Country","R2000/Daily Kos (D)","Right Direction 39, Wrong Track 59",-20,"2010-06-04",2010,"unknown"
"24",24,23,"Direction of Country","ABC News/Wash Post","Right Direction 37, Wrong Track 60",-23,"2010-06-08",2010,"A+"
"25",25,24,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 67",-39,"2010-06-09",2010,"C+"
"26",26,25,"Direction of Country","Associated Press/GfK","Right Direction 37, Wrong Track 60",-23,"2010-06-15",2010,"B"
"27",27,26,"Direction of Country","Ipsos/McClatchy","Right Direction 33, Wrong Track 61",-28,"2010-06-16",2010,"B+"
"28",28,27,"Direction of Country","CBS News/NY Times","Right Direction 32, Wrong Track 60",-28,"2010-06-21",2010,"A-"
"29",29,28,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 67",-39,"2010-06-22",2010,"C+"
"30",30,29,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 29, Wrong Track 62",-33,"2010-06-23",2010,"A-"
"31",31,30,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 66",-38,"2010-07-01",2010,"C+"
"32",32,31,"Direction of Country","Resurgent Republic (R)","Right Direction 27, Wrong Track 64",-37,"2010-07-06",2010,"unknown"
"33",33,32,"Direction of Country","Democracy Corps (D)","Right Direction 32, Wrong Track 61",-29,"2010-07-08",2010,"B-"
"34",34,33,"Direction of Country","Bloomberg","Right Direction 31, Wrong Track 63",-32,"2010-07-14",2010,"unknown"
"35",35,34,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 64",-33,"2010-07-14",2010,"C+"
"36",36,35,"Direction of Country","Time","Right Direction 39, Wrong Track 56",-17,"2010-07-15",2010,"A-"
"37",37,36,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 67",-40,"2010-07-21",2010,"C+"
"38",38,37,"Direction of Country","Reuters/Ipsos","Right Direction 34, Wrong Track 60",-26,"2010-07-27",2010,"B+"
"39",39,38,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 67",-39,"2010-07-28",2010,"C+"
"40",40,39,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 66",-36,"2010-08-04",2010,"C+"
"41",41,40,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 58",-26,"2010-08-11",2010,"A-"
"42",42,41,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 65",-35,"2010-08-11",2010,"C+"
"43",43,42,"Direction of Country","Democracy Corps (D)","Right Direction 29, Wrong Track 64",-35,"2010-08-12",2010,"B-"
"44",44,43,"Direction of Country","Associated Press/GfK","Right Direction 35, Wrong Track 60",-25,"2010-08-18",2010,"B"
"45",45,44,"Direction of Country","Time","Right Direction 34, Wrong Track 57",-23,"2010-08-19",2010,"A-"
"46",46,45,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 67",-39,"2010-08-19",2010,"C+"
"47",47,46,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 62",-31,"2010-08-25",2010,"B+"
"48",48,47,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 66",-37,"2010-08-25",2010,"C+"
"49",49,48,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2010-08-30",2010,"C+"
"50",50,49,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 30, Wrong Track 61",-31,"2010-09-07",2010,"A-"
"51",51,50,"Direction of Country","National Journal/FD","Right Direction 27, Wrong Track 62",-35,"2010-09-07",2010,"A"
"52",52,51,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 66",-37,"2010-09-08",2010,"C+"
"53",53,52,"Direction of Country","Democracy Corps (D)","Right Direction 31, Wrong Track 62",-31,"2010-09-08",2010,"B-"
"54",54,53,"Direction of Country","Democracy Corps (D)","Right Direction 31, Wrong Track 60",-29,"2010-09-15",2010,"B-"
"55",55,54,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 65",-35,"2010-09-15",2010,"C+"
"56",56,55,"Direction of Country","Associated Press/GfK","Right Direction 40, Wrong Track 57",-17,"2010-09-15",2010,"B"
"57",57,56,"Direction of Country","CBS News/NY Times","Right Direction 33, Wrong Track 60",-27,"2010-09-15",2010,"A-"
"58",58,57,"Direction of Country","Politico/GWU/Battleground","Right Direction 28, Wrong Track 63",-35,"2010-09-16",2010,"B"
"59",59,58,"Direction of Country","Reuters/Ipsos","Right Direction 33, Wrong Track 61",-28,"2010-09-21",2010,"B+"
"60",60,59,"Direction of Country","McClatchy/Marist","Right Direction 41, Wrong Track 56",-15,"2010-09-22",2010,"A"
"61",61,60,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 66",-37,"2010-09-22",2010,"C+"
"62",62,61,"Direction of Country","Politico/GWU/Battleground","Right Direction 31, Wrong Track 63",-32,"2010-09-27",2010,"B"
"63",63,62,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 59",-27,"2010-09-28",2010,"A-"
"64",64,63,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 63",-32,"2010-09-29",2010,"C+"
"65",65,64,"Direction of Country","Democracy Corps (D)","Right Direction 29, Wrong Track 63",-34,"2010-10-06",2010,"B-"
"66",66,65,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 61",-29,"2010-10-06",2010,"C+"
"67",67,66,"Direction of Country","Bloomberg","Right Direction 31, Wrong Track 64",-33,"2010-10-12",2010,"unknown"
"68",68,67,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 63",-32,"2010-10-13",2010,"B+"
"69",69,68,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 64",-32,"2010-10-13",2010,"C+"
"70",70,69,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 59",-27,"2010-10-19",2010,"A-"
"71",71,70,"Direction of Country","Associated Press/GfK","Right Direction 38, Wrong Track 59",-21,"2010-10-20",2010,"B"
"72",72,71,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 64",-34,"2010-10-20",2010,"C+"
"73",73,72,"Direction of Country","Politico/GWU/Battleground","Right Direction 29, Wrong Track 64",-35,"2010-10-25",2010,"B"
"74",74,73,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 64",-32,"2010-10-27",2010,"C+"
"75",75,74,"Direction of Country","CBS News/NY Times","Right Direction 34, Wrong Track 61",-27,"2010-10-27",2010,"A-"
"76",76,75,"Direction of Country","ABC News/Wash Post","Right Direction 27, Wrong Track 71",-44,"2010-10-31",2010,"A+"
"77",77,76,"Direction of Country","Reuters/Ipsos","Right Direction 33, Wrong Track 62",-29,"2010-11-01",2010,"B+"
"78",78,77,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 31, Wrong Track 60",-29,"2010-11-01",2010,"A-"
"79",79,78,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 65",-34,"2010-11-05",2010,"C+"
"80",80,79,"Direction of Country","Associated Press/GfK","Right Direction 37, Wrong Track 58",-21,"2010-11-10",2010,"B"
"81",81,80,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 67",-39,"2010-11-11",2010,"C+"
"82",82,81,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 67",-41,"2010-11-17",2010,"C+"
"83",83,82,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 58",-26,"2010-11-18",2010,"A-"
"84",84,83,"Direction of Country","McClatchy/Marist","Right Direction 41, Wrong Track 53",-12,"2010-11-23",2010,"A"
"85",85,84,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 66",-38,"2010-11-24",2010,"C+"
"86",86,85,"Direction of Country","Associated Press/CNBC","Right Direction 35, Wrong Track 61",-26,"2010-11-30",2010,"unknown"
"87",87,86,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 67",-38,"2010-12-01",2010,"C+"
"88",88,87,"Direction of Country","Reuters/Ipsos","Right Direction 29, Wrong Track 62",-33,"2010-12-07",2010,"B+"
"89",89,88,"Direction of Country","National Journal/FD","Right Direction 30, Wrong Track 60",-30,"2010-12-08",2010,"A"
"90",90,89,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 70",-44,"2010-12-08",2010,"C+"
"91",91,90,"Direction of Country","Bloomberg","Right Direction 27, Wrong Track 66",-39,"2010-12-08",2010,"unknown"
"92",92,91,"Direction of Country","ABC News/Wash Post","Right Direction 31, Wrong Track 67",-36,"2010-12-14",2010,"A+"
"93",93,92,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 28, Wrong Track 63",-35,"2010-12-15",2010,"A-"
"94",94,93,"Direction of Country","Rasmussen Reports","Right Direction 23, Wrong Track 71",-48,"2010-12-15",2010,"C+"
"95",95,94,"Direction of Country","Rasmussen Reports","Right Direction 23, Wrong Track 71",-48,"2010-12-22",2010,"C+"
"96",96,95,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 64",-33,"2010-12-29",2010,"C+"
"97",97,96,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 67",-40,"2011-01-05",2011,"C+"
"98",98,97,"Direction of Country","Associated Press/GfK","Right Direction 37, Wrong Track 57",-20,"2011-01-12",2011,"B"
"99",99,98,"Direction of Country","Reuters/Ipsos","Right Direction 36, Wrong Track 59",-23,"2011-01-12",2011,"B+"
"100",100,99,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 68",-42,"2011-01-12",2011,"C+"
"101",101,100,"Direction of Country","McClatchy/Marist","Right Direction 41, Wrong Track 47",-6,"2011-01-14",2011,"A"
"102",102,101,"Direction of Country","ABC News/Wash Post","Right Direction 38, Wrong Track 60",-22,"2011-01-18",2011,"A+"
"103",103,102,"Direction of Country","Democracy Corps (D)","Right Direction 33, Wrong Track 58",-25,"2011-01-18",2011,"B-"
"104",104,103,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 66",-39,"2011-01-19",2011,"C+"
"105",105,104,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 35, Wrong Track 56",-21,"2011-01-19",2011,"A-"
"106",106,105,"Direction of Country","CBS News/NY Times","Right Direction 32, Wrong Track 64",-32,"2011-01-20",2011,"A-"
"107",107,106,"Direction of Country","Rasmussen Reports","Right Direction 39, Wrong Track 55",-16,"2011-01-22",2011,"C+"
"108",108,107,"Direction of Country","Economist/YouGov","Right Direction 37, Wrong Track 55",-18,"2011-01-24",2011,"B"
"109",109,108,"Direction of Country","Reuters/Ipsos","Right Direction 30, Wrong Track 58",-28,"2011-01-24",2011,"B+"
"110",110,109,"Direction of Country","Harvard-Harris","Right Direction 35, Wrong Track 54",-19,"2011-01-24",2011,"unknown"
"111",111,110,"Direction of Country","Rasmussen Reports","Right Direction 39, Wrong Track 55",-16,"2011-01-29",2011,"C+"
"112",112,111,"Direction of Country","Economist/YouGov","Right Direction 39, Wrong Track 51",-12,"2011-01-31",2011,"B"
"113",113,112,"Direction of Country","Reuters/Ipsos","Right Direction 35, Wrong Track 54",-19,"2011-01-31",2011,"B+"
"114",114,113,"Direction of Country","Monmouth","Right Direction 39, Wrong Track 55",-16,"2011-01-31",2011,"A+"
"115",115,114,"Direction of Country","Rasmussen Reports","Right Direction 42, Wrong Track 53",-11,"2011-02-05",2011,"C+"
"116",116,115,"Direction of Country","IBD/TIPP","Right Direction 45, Wrong Track 54",-9,"2011-02-06",2011,"A-"
"117",117,116,"Direction of Country","Economist/YouGov","Right Direction 39, Wrong Track 52",-13,"2011-02-07",2011,"B"
"118",118,117,"Direction of Country","Reuters/Ipsos","Right Direction 32, Wrong Track 55",-23,"2011-02-07",2011,"B+"
"119",119,118,"Direction of Country","Marist","Right Direction 37, Wrong Track 57",-20,"2011-02-09",2011,"A"
"120",120,119,"Direction of Country","Rasmussen Reports","Right Direction 43, Wrong Track 52",-9,"2011-02-12",2011,"C+"
"121",121,120,"Direction of Country","Economist/YouGov","Right Direction 39, Wrong Track 52",-13,"2011-02-14",2011,"B"
"122",122,121,"Direction of Country","Reuters/Ipsos","Right Direction 32, Wrong Track 56",-24,"2011-02-14",2011,"B+"
"123",123,122,"Direction of Country","Rasmussen Reports","Right Direction 40, Wrong Track 55",-15,"2011-02-19",2011,"C+"
"124",124,123,"Direction of Country","Economist/YouGov","Right Direction 35, Wrong Track 55",-20,"2011-02-21",2011,"B"
"125",125,124,"Direction of Country","Harvard-Harris","Right Direction 37, Wrong Track 54",-17,"2011-02-21",2011,"unknown"
"126",126,125,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 57",-26,"2011-02-21",2011,"B+"
"127",127,126,"Direction of Country","Rasmussen Reports","Right Direction 37, Wrong Track 56",-19,"2011-02-26",2011,"C+"
"128",128,127,"Direction of Country","Economist/YouGov","Right Direction 34, Wrong Track 58",-24,"2011-02-28",2011,"B"
"129",129,128,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 57",-26,"2011-02-28",2011,"B+"
"130",130,129,"Direction of Country","USA Today/Suffolk","Right Direction 29, Wrong Track 60",-31,"2011-03-01",2011,"B+"
"131",131,130,"Direction of Country","Rasmussen Reports","Right Direction 40, Wrong Track 53",-13,"2011-03-05",2011,"C+"
"132",132,131,"Direction of Country","Economist/YouGov","Right Direction 34, Wrong Track 56",-22,"2011-03-07",2011,"B"
"133",133,132,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 56",-25,"2011-03-07",2011,"B+"
"134",134,133,"Direction of Country","Monmouth","Right Direction 33, Wrong Track 60",-27,"2011-03-07",2011,"A+"
"135",135,134,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 68",-41,"2011-03-09",2011,"C+"
"136",136,135,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 64",-33,"2011-03-09",2011,"B+"
"137",137,136,"Direction of Country","Bloomberg","Right Direction 28, Wrong Track 63",-35,"2011-03-10",2011,"unknown"
"138",138,137,"Direction of Country","Rasmussen Reports","Right Direction 22, Wrong Track 72",-50,"2011-03-16",2011,"C+"
"139",139,138,"Direction of Country","National Journal/FD","Right Direction 26, Wrong Track 60",-34,"2011-03-18",2011,"A"
"140",140,139,"Direction of Country","Rasmussen Reports","Right Direction 23, Wrong Track 71",-48,"2011-03-23",2011,"C+"
"141",141,140,"Direction of Country","FDU/Public Mind","Right Direction 27, Wrong Track 59",-32,"2011-03-31",2011,"unknown"
"142",142,141,"Direction of Country","Associated Press/GfK","Right Direction 35, Wrong Track 62",-27,"2011-03-31",2011,"B"
"143",143,142,"Direction of Country","Rasmussen Reports","Right Direction 25, Wrong Track 68",-43,"2011-03-31",2011,"C+"
"144",144,143,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 28, Wrong Track 63",-35,"2011-04-06",2011,"A-"
"145",145,144,"Direction of Country","Rasmussen Reports","Right Direction 24, Wrong Track 72",-48,"2011-04-06",2011,"C+"
"146",146,145,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 69",-44,"2011-04-13",2011,"B+"
"147",147,146,"Direction of Country","Rasmussen Reports","Right Direction 23, Wrong Track 69",-46,"2011-04-13",2011,"C+"
"148",148,147,"Direction of Country","Democracy Corps (D)","Right Direction 26, Wrong Track 65",-39,"2011-04-15",2011,"B-"
"149",149,148,"Direction of Country","McClatchy/Marist","Right Direction 31, Wrong Track 64",-33,"2011-04-19",2011,"A"
"150",150,149,"Direction of Country","Rasmussen Reports","Right Direction 22, Wrong Track 70",-48,"2011-04-20",2011,"C+"
"151",151,150,"Direction of Country","CBS News/NY Times","Right Direction 26, Wrong Track 70",-44,"2011-04-21",2011,"A-"
"152",152,151,"Direction of Country","Rasmussen Reports","Right Direction 21, Wrong Track 71",-50,"2011-04-27",2011,"C+"
"153",153,152,"Direction of Country","Hearst/F&M;","Right Direction 26, Wrong Track 66",-40,"2011-04-28",2011,"unknown"
"154",154,153,"Direction of Country","Newsweek/Daily Beast","Right Direction 20, Wrong Track 65",-45,"2011-05-02",2011,"unknown"
"155",155,154,"Direction of Country","Newsweek/Daily Beast","Right Direction 27, Wrong Track 60",-33,"2011-05-03",2011,"unknown"
"156",156,155,"Direction of Country","Rasmussen Reports","Right Direction 25, Wrong Track 67",-42,"2011-05-04",2011,"C+"
"157",157,156,"Direction of Country","NBC News","Right Direction 36, Wrong Track 50",-14,"2011-05-09",2011,"A-"
"158",158,157,"Direction of Country","Reuters/Ipsos","Right Direction 38, Wrong Track 56",-18,"2011-05-11",2011,"B+"
"159",159,158,"Direction of Country","Associated Press/GfK","Right Direction 45, Wrong Track 52",-7,"2011-05-11",2011,"B"
"160",160,159,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2011-05-11",2011,"C+"
"161",161,160,"Direction of Country","Politico/GWU/Battleground","Right Direction 32, Wrong Track 60",-28,"2011-05-16",2011,"B"
"162",162,161,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2011-05-18",2011,"C+"
"163",163,162,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2011-05-25",2011,"C+"
"164",164,163,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 66",-40,"2011-06-01",2011,"C+"
"165",165,164,"Direction of Country","Democracy Corps (D)","Right Direction 33, Wrong Track 58",-25,"2011-06-02",2011,"B-"
"166",166,165,"Direction of Country","National Journal/FD","Right Direction 28, Wrong Track 58",-30,"2011-06-03",2011,"A"
"167",167,166,"Direction of Country","ABC News/Wash Post","Right Direction 32, Wrong Track 66",-34,"2011-06-07",2011,"A+"
"168",168,167,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 64",-36,"2011-06-08",2011,"C+"
"169",169,168,"Direction of Country","CBS News","Right Direction 31, Wrong Track 60",-29,"2011-06-09",2011,"A-"
"170",170,169,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 29, Wrong Track 62",-33,"2011-06-15",2011,"A-"
"171",171,170,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 65",-38,"2011-06-15",2011,"C+"
"172",172,171,"Direction of Country","Bloomberg","Right Direction 26, Wrong Track 66",-40,"2011-06-22",2011,"unknown"
"173",173,172,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 65",-39,"2011-06-22",2011,"C+"
"174",174,173,"Direction of Country","Associated Press/GfK","Right Direction 33, Wrong Track 63",-30,"2011-06-22",2011,"B"
"175",175,174,"Direction of Country","Democracy Corps (D)","Right Direction 28, Wrong Track 61",-33,"2011-06-27",2011,"B-"
"176",176,175,"Direction of Country","McClatchy/Marist","Right Direction 32, Wrong Track 59",-27,"2011-06-28",2011,"A"
"177",177,176,"Direction of Country","CBS News/NY Times","Right Direction 28, Wrong Track 63",-35,"2011-06-29",2011,"A-"
"178",178,177,"Direction of Country","Rasmussen Reports","Right Direction 24, Wrong Track 68",-44,"2011-06-29",2011,"C+"
"179",179,178,"Direction of Country","Rasmussen Reports","Right Direction 25, Wrong Track 68",-43,"2011-07-06",2011,"C+"
"180",180,179,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 63",-32,"2011-07-13",2011,"B+"
"181",181,180,"Direction of Country","Rasmussen Reports","Right Direction 25, Wrong Track 68",-43,"2011-07-13",2011,"C+"
"182",182,181,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 25, Wrong Track 67",-42,"2011-07-19",2011,"A-"
"183",183,182,"Direction of Country","Rasmussen Reports","Right Direction 21, Wrong Track 71",-50,"2011-07-20",2011,"C+"
"184",184,183,"Direction of Country","Rasmussen Reports","Right Direction 17, Wrong Track 75",-58,"2011-07-27",2011,"C+"
"185",185,184,"Direction of Country","Rasmussen Reports","Right Direction 14, Wrong Track 80",-66,"2011-08-03",2011,"C+"
"186",186,185,"Direction of Country","McClatchy/Marist","Right Direction 21, Wrong Track 70",-49,"2011-08-09",2011,"A"
"187",187,186,"Direction of Country","Reuters/Ipsos","Right Direction 21, Wrong Track 73",-52,"2011-08-10",2011,"B+"
"188",188,187,"Direction of Country","Rasmussen Reports","Right Direction 16, Wrong Track 77",-61,"2011-08-10",2011,"C+"
"189",189,188,"Direction of Country","Democracy Corps (D)","Right Direction 16, Wrong Track 75",-59,"2011-08-12",2011,"B-"
"190",190,189,"Direction of Country","Rasmussen Reports","Right Direction 15, Wrong Track 80",-65,"2011-08-17",2011,"C+"
"191",191,190,"Direction of Country","Rasmussen Reports","Right Direction 14, Wrong Track 79",-65,"2011-08-24",2011,"C+"
"192",192,191,"Direction of Country","Associated Press/GfK","Right Direction 21, Wrong Track 75",-54,"2011-08-25",2011,"B"
"193",193,192,"Direction of Country","Rasmussen Reports","Right Direction 16, Wrong Track 76",-60,"2011-08-31",2011,"C+"
"194",194,193,"Direction of Country","ABC News/Wash Post","Right Direction 20, Wrong Track 77",-57,"2011-09-06",2011,"A+"
"195",195,194,"Direction of Country","Rasmussen Reports","Right Direction 18, Wrong Track 76",-58,"2011-09-07",2011,"C+"
"196",196,195,"Direction of Country","Bloomberg","Right Direction 20, Wrong Track 72",-52,"2011-09-14",2011,"unknown"
"197",197,196,"Direction of Country","Rasmussen Reports","Right Direction 17, Wrong Track 75",-58,"2011-09-14",2011,"C+"
"198",198,197,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 68",-43,"2011-09-14",2011,"B+"
"199",199,198,"Direction of Country","CBS News/NY Times","Right Direction 23, Wrong Track 72",-49,"2011-09-17",2011,"A-"
"200",200,199,"Direction of Country","McClatchy/Marist","Right Direction 22, Wrong Track 73",-51,"2011-09-20",2011,"A"
"201",201,200,"Direction of Country","Rasmussen Reports","Right Direction 19, Wrong Track 75",-56,"2011-09-21",2011,"C+"
"202",202,201,"Direction of Country","Rasmussen Reports","Right Direction 17, Wrong Track 75",-58,"2011-09-28",2011,"C+"
"203",203,202,"Direction of Country","CBS News","Right Direction 19, Wrong Track 73",-54,"2011-10-03",2011,"A-"
"204",204,203,"Direction of Country","Rasmussen Reports","Right Direction 18, Wrong Track 75",-57,"2011-10-05",2011,"C+"
"205",205,204,"Direction of Country","Reuters/Ipsos","Right Direction 21, Wrong Track 74",-53,"2011-10-12",2011,"B+"
"206",206,205,"Direction of Country","Rasmussen Reports","Right Direction 16, Wrong Track 77",-61,"2011-10-12",2011,"C+"
"207",207,206,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 17, Wrong Track 74",-57,"2011-10-13",2011,"A-"
"208",208,207,"Direction of Country","Time","Right Direction 14, Wrong Track 81",-67,"2011-10-13",2011,"A-"
"209",209,208,"Direction of Country","National Journal/FD","Right Direction 20, Wrong Track 70",-50,"2011-10-14",2011,"A"
"210",210,209,"Direction of Country","Rasmussen Reports","Right Direction 15, Wrong Track 78",-63,"2011-10-19",2011,"C+"
"211",211,210,"Direction of Country","Democracy Corps (D)","Right Direction 15, Wrong Track 76",-61,"2011-10-20",2011,"B-"
"212",212,211,"Direction of Country","Associated Press/GfK","Right Direction 24, Wrong Track 72",-48,"2011-10-20",2011,"B"
"213",213,212,"Direction of Country","CBS News/NY Times","Right Direction 21, Wrong Track 74",-53,"2011-10-25",2011,"A-"
"214",214,213,"Direction of Country","Rasmussen Reports","Right Direction 16, Wrong Track 77",-61,"2011-10-26",2011,"C+"
"215",215,214,"Direction of Country","Rasmussen Reports","Right Direction 17, Wrong Track 76",-59,"2011-11-02",2011,"C+"
"216",216,215,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 70",-45,"2011-11-04",2011,"B+"
"217",217,216,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 19, Wrong Track 73",-54,"2011-11-07",2011,"A-"
"218",218,217,"Direction of Country","ABC News/Wash Post","Right Direction 22, Wrong Track 74",-52,"2011-11-07",2011,"A+"
"219",219,218,"Direction of Country","Rasmussen Reports","Right Direction 17, Wrong Track 76",-59,"2011-11-09",2011,"C+"
"220",220,219,"Direction of Country","Politico/GWU/Battleground","Right Direction 18, Wrong Track 75",-57,"2011-11-14",2011,"B"
"221",221,220,"Direction of Country","Rasmussen Reports","Right Direction 18, Wrong Track 75",-57,"2011-11-16",2011,"C+"
"222",222,221,"Direction of Country","McClatchy/Marist","Right Direction 25, Wrong Track 70",-45,"2011-11-16",2011,"A"
"223",223,222,"Direction of Country","Rasmussen Reports","Right Direction 16, Wrong Track 76",-60,"2011-11-30",2011,"C+"
"224",224,223,"Direction of Country","CBS News","Right Direction 21, Wrong Track 75",-54,"2011-12-09",2011,"A-"
"225",225,224,"Direction of Country","Rasmussen Reports","Right Direction 19, Wrong Track 73",-54,"2011-12-14",2011,"C+"
"226",226,225,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 22, Wrong Track 69",-47,"2011-12-14",2011,"A-"
