,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
54,President Obama Job Approval,Rasmussen Reports,"Approve 44, Disapprove 56",-12,2010-07-27,2010,7.0
55,President Obama Job Approval,Gallup,"Approve 45, Disapprove 48",-3,2010-07-27,2010,9.0
56,President Obama Job Approval,Reuters/Ipsos,"Approve 48, Disapprove 48",0,2010-07-27,2010,10.0
57,President Obama Job Approval,FOX News,"Approve 43, Disapprove 50",-7,2010-07-29,2010,12.0
58,President Obama Job Approval,USA Today/Gallup,"Approve 41, Disapprove 53",-12,2010-08-03,2010,9.0
59,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 48",-1,2010-08-11,2010,11.0
60,President Obama Job Approval,Pew Research,"Approve 47, Disapprove 41",6,2010-08-11,2010,8.0
61,President Obama Job Approval,FOX News,"Approve 43, Disapprove 49",-6,2010-08-12,2010,12.0
62,President Obama Job Approval,CNN/Opinion Research,"Approve 47, Disapprove 51",-4,2010-08-12,2010,10.0
63,President Obama Job Approval,Democracy Corps (D),"Approve 45, Disapprove 51",-6,2010-08-12,2010,8.0
64,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",-5,2010-08-16,2010,7.0
65,President Obama Job Approval,Gallup,"Approve 42, Disapprove 51",-9,2010-08-16,2010,9.0
66,President Obama Job Approval,Rasmussen Reports,"Approve 44, Disapprove 55",-11,2010-08-16,2010,7.0
67,President Obama Job Approval,Gallup,"Approve 47, Disapprove 46",1,2010-08-17,2010,9.0
68,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",-1,2010-08-18,2010,9.0
69,President Obama Job Approval,Time,"Approve 46, Disapprove 45",1,2010-08-19,2010,11.0
70,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 52",-7,2010-08-25,2010,10.0
71,President Obama Job Approval,CBS News,"Approve 48, Disapprove 44",4,2010-08-26,2010,11.0
72,President Obama Job Approval,Newsweek,"Approve 47, Disapprove 45",2,2010-08-27,2010,0.0
73,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 52",-6,2010-08-30,2010,7.0
74,President Obama Job Approval,Gallup,"Approve 43, Disapprove 49",-6,2010-08-30,2010,9.0
75,President Obama Job Approval,CNN/Opinion Research,"Approve 50, Disapprove 49",1,2010-09-03,2010,10.0
76,President Obama Job Approval,FOX News,"Approve 46, Disapprove 48",-2,2010-09-03,2010,12.0
77,President Obama Job Approval,USA Today/Gallup,"Approve 43, Disapprove 53",-10,2010-09-03,2010,9.0
78,President Obama Job Approval,ABC News/Wash Post,"Approve 46, Disapprove 52",-6,2010-09-07,2010,13.0
79,President Obama Job Approval,National Journal/FD,"Approve 46, Disapprove 49",-3,2010-09-07,2010,12.0
80,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 49",-4,2010-09-07,2010,11.0
81,President Obama Job Approval,Democracy Corps (D),"Approve 46, Disapprove 50",-4,2010-09-08,2010,8.0
82,President Obama Job Approval,Quinnipiac,"Approve 44, Disapprove 47",-3,2010-09-09,2010,11.0
83,President Obama Job Approval,Democracy Corps (D),"Approve 49, Disapprove 47",2,2010-09-15,2010,8.0
84,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",-1,2010-09-15,2010,9.0
85,President Obama Job Approval,CBS News/NY Times,"Approve 45, Disapprove 47",-2,2010-09-15,2010,11.0
86,President Obama Job Approval,Politico/GWU/Battleground,"Approve 45, Disapprove 48",-3,2010-09-16,2010,9.0
87,President Obama Job Approval,FOX News,"Approve 42, Disapprove 52",-10,2010-09-18,2010,12.0
88,President Obama Job Approval,Rasmussen Reports,"Approve 45, Disapprove 55",-10,2010-09-19,2010,7.0
89,President Obama Job Approval,Gallup,"Approve 47, Disapprove 46",1,2010-09-19,2010,9.0
90,President Obama Job Approval,Reuters/Ipsos,"Approve 47, Disapprove 50",-3,2010-09-21,2010,10.0
91,President Obama Job Approval,McClatchy/Marist,"Approve 45, Disapprove 50",-5,2010-09-22,2010,12.0
92,President Obama Job Approval,Pew Research,"Approve 47, Disapprove 44",3,2010-09-23,2010,8.0
93,President Obama Job Approval,CNN/Opinion Research,"Approve 42, Disapprove 54",-12,2010-09-24,2010,10.0
94,President Obama Job Approval,Politico/GWU/Battleground,"Approve 46, Disapprove 51",-5,2010-09-27,2010,9.0
95,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 46, Disapprove 49",-3,2010-09-28,2010,11.0
96,President Obama Job Approval,FOX News,"Approve 42, Disapprove 49",-7,2010-09-30,2010,12.0
97,President Obama Job Approval,Newsweek,"Approve 48, Disapprove 46",2,2010-10-01,2010,0.0
98,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 51",-3,2010-10-04,2010,7.0
99,President Obama Job Approval,Gallup,"Approve 46, Disapprove 48",-2,2010-10-04,2010,9.0
100,President Obama Job Approval,ABC News/Wash Post,"Approve 50, Disapprove 47",3,2010-10-05,2010,13.0
101,President Obama Job Approval,Gallup,"Approve 46, Disapprove 46",0,2010-10-06,2010,9.0
102,President Obama Job Approval,Democracy Corps (D),"Approve 42, Disapprove 52",-10,2010-10-06,2010,8.0
103,President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 50",-1,2010-10-06,2010,7.0
104,President Obama Job Approval,Gallup,"Approve 46, Disapprove 48",-2,2010-10-06,2010,9.0
105,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",-5,2010-10-06,2010,7.0
106,President Obama Job Approval,McClatchy/Marist,"Approve 43, Disapprove 50",-7,2010-10-07,2010,12.0
107,President Obama Job Approval,CBS News,"Approve 44, Disapprove 45",-1,2010-10-07,2010,11.0
108,President Obama Job Approval,CNN/Opinion Research,"Approve 45, Disapprove 52",-7,2010-10-08,2010,10.0
109,President Obama Job Approval,Bloomberg,"Approve 47, Disapprove 48",-1,2010-10-12,2010,0.0
110,President Obama Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 53",-10,2010-10-13,2010,10.0
111,President Obama Job Approval,FOX News,"Approve 43, Disapprove 47",-4,2010-10-14,2010,12.0
112,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 49",-2,2010-10-19,2010,11.0
113,President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",-1,2010-10-20,2010,9.0
114,President Obama Job Approval,Pew Research,"Approve 46, Disapprove 45",1,2010-10-21,2010,8.0
115,President Obama Job Approval,Newsweek*,"Approve 54, Disapprove 40",14,2010-10-22,2010,0.0
116,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 53",-6,2010-10-24,2010,7.0
117,President Obama Job Approval,Gallup,"Approve 41, Disapprove 50",-9,2010-10-24,2010,9.0
118,President Obama Job Approval,Politico/GWU/Battleground,"Approve 46, Disapprove 51",-5,2010-10-25,2010,9.0
119,President Obama Job Approval,CBS News/NY Times,"Approve 45, Disapprove 47",-2,2010-10-27,2010,11.0
120,President Obama Job Approval,McClatchy/Marist,"Approve 48, Disapprove 43",5,2010-10-27,2010,12.0
121,President Obama Job Approval,Schoen,"Approve 42, Disapprove 57",-15,2010-10-27,2010,8.0
122,President Obama Job Approval,FOX News,"Approve 41, Disapprove 50",-9,2010-10-29,2010,12.0
123,President Obama Job Approval,ABC News/Wash Post,"Approve 50, Disapprove 45",5,2010-10-31,2010,13.0
124,President Obama Job Approval,CNN/Opinion Research,"Approve 46, Disapprove 51",-5,2010-10-31,2010,10.0
125,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 50",-5,2010-11-01,2010,11.0
126,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 51",-6,2010-11-01,2010,10.0
127,President Obama Job Approval,Associated Press/GfK,"Approve 47, Disapprove 51",-4,2010-11-10,2010,9.0
128,President Obama Job Approval,Pew Research,"Approve 44, Disapprove 44",0,2010-11-11,2010,8.0
129,President Obama Job Approval,CBS News,"Approve 45, Disapprove 45",0,2010-11-11,2010,11.0
130,President Obama Job Approval,CNN/Opinion Research,"Approve 48, Disapprove 50",-2,2010-11-15,2010,10.0
131,President Obama Job Approval,Quinnipiac,"Approve 44, Disapprove 49",-5,2010-11-17,2010,11.0
132,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 47",0,2010-11-18,2010,11.0
133,President Obama Job Approval,USA Today/Gallup,"Approve 42, Disapprove 54",-12,2010-11-23,2010,9.0
134,President Obama Job Approval,McClatchy/Marist,"Approve 45, Disapprove 48",-3,2010-11-23,2010,12.0
135,President Obama Job Approval,Associated Press/CNBC,"Approve 48, Disapprove 48",0,2010-11-30,2010,0.0
136,President Obama Job Approval,Gallup,"Approve 46, Disapprove 47",-1,2010-12-01,2010,9.0
137,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",-5,2010-12-02,2010,7.0
138,President Obama Job Approval,CBS News,"Approve 48, Disapprove 42",6,2010-12-03,2010,11.0
139,President Obama Job Approval,Gallup,"Approve 47, Disapprove 44",3,2010-12-04,2010,9.0
140,President Obama Job Approval,Rasmussen Reports,"Approve 43, Disapprove 56",-13,2010-12-04,2010,7.0
141,President Obama Job Approval,Pew Research,"Approve 45, Disapprove 43",2,2010-12-07,2010,8.0
142,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 46",-1,2010-12-07,2010,10.0
143,President Obama Job Approval,National Journal/FD,"Approve 48, Disapprove 46",2,2010-12-08,2010,12.0
144,President Obama Job Approval,Bloomberg,"Approve 47, Disapprove 48",-1,2010-12-09,2010,0.0
145,President Obama Job Approval,McClatchy/Marist,"Approve 42, Disapprove 50",-8,2010-12-11,2010,12.0
146,President Obama Job Approval,ABC News/Wash Post,"Approve 49, Disapprove 47",2,2010-12-14,2010,13.0
147,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 48",-3,2010-12-15,2010,11.0
148,President Obama Job Approval,FOX News,"Approve 40, Disapprove 51",-11,2010-12-16,2010,12.0
149,President Obama Job Approval,CNN/Opinion Research,"Approve 48, Disapprove 48",0,2010-12-20,2010,10.0
150,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 50",-2,2011-01-07,2011,7.0
151,President Obama Job Approval,Gallup,"Approve 46, Disapprove 48",-2,2011-01-07,2011,9.0
152,President Obama Job Approval,Associated Press/GfK,"Approve 53, Disapprove 46",7,2011-01-12,2011,9.0
153,President Obama Job Approval,Reuters/Ipsos,"Approve 50, Disapprove 47",3,2011-01-12,2011,10.0
154,President Obama Job Approval,Pew Research,"Approve 46, Disapprove 44",2,2011-01-13,2011,8.0
155,President Obama Job Approval,Quinnipiac,"Approve 48, Disapprove 44",4,2011-01-13,2011,11.0
156,President Obama Job Approval,McClatchy/Marist,"Approve 48, Disapprove 43",5,2011-01-14,2011,12.0
157,President Obama Job Approval,Gallup,"Approve 48, Disapprove 52",-4,2011-01-17,2011,9.0
158,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 53",-7,2011-01-17,2011,7.0
159,President Obama Job Approval,Democracy Corps (D),"Approve 47, Disapprove 47",0,2011-01-18,2011,8.0
160,President Obama Job Approval,CNN/Opinion Research,"Approve 53, Disapprove 45",8,2011-01-18,2011,10.0
161,President Obama Job Approval,ABC News/Wash Post,"Approve 54, Disapprove 43",11,2011-01-18,2011,13.0
162,President Obama Job Approval,Gallup,"Approve 50, Disapprove 42",8,2011-01-19,2011,9.0
163,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 53, Disapprove 41",12,2011-01-19,2011,11.0
164,President Obama Job Approval,FOX News,"Approve 47, Disapprove 44",3,2011-01-20,2011,12.0
165,President Obama Job Approval,CBS News/NY Times,"Approve 49, Disapprove 39",10,2011-01-20,2011,11.0
166,President Trump Job Approval,ABC News/Wash Post,"Approve 38, Disapprove 58",-20,2011-01-21,2011,13.0
167,President Trump Job Approval,Gallup,"Approve 36, Disapprove 59",-23,2011-01-22,2011,9.0
168,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 54",-11,2011-01-24,2011,9.0
169,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 59",-22,2011-01-24,2011,10.0
170,President Trump Job Approval,Harvard-Harris,"Approve 44, Disapprove 56",-12,2011-01-24,2011,0.0
171,President Trump Job Approval,FOX News,"Approve 45, Disapprove 53",-8,2011-01-24,2011,12.0
172,President Obama Job Approval,Rasmussen Reports,"Approve 52, Disapprove 47",5,2011-01-24,2011,7.0
173,President Obama Job Approval,CNN/Opinion Research,"Approve 55, Disapprove 44",11,2011-01-24,2011,10.0
174,President Trump Job Approval,Quinnipiac,"Approve 36, Disapprove 58",-22,2011-01-25,2011,11.0
175,President Trump Job Approval,Gallup,"Approve 38, Disapprove 58",-20,2011-01-29,2011,9.0
176,President Trump Job Approval,Monmouth,"Approve 44, Disapprove 48",-4,2011-01-31,2011,13.0
177,President Trump Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 53",-12,2011-01-31,2011,10.0
178,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 53",-9,2011-01-31,2011,9.0
179,President Trump Job Approval,Gallup,"Approve 40, Disapprove 57",-17,2011-02-05,2011,9.0
180,President Trump Job Approval,IBD/TIPP,"Approve 35, Disapprove 58",-23,2011-02-06,2011,11.0
181,President Trump Job Approval,Quinnipiac,"Approve 40, Disapprove 55",-15,2011-02-07,2011,11.0
182,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 54",-14,2011-02-07,2011,10.0
183,President Trump Job Approval,Economist/YouGov,"Approve 45, Disapprove 53",-8,2011-02-07,2011,9.0
184,President Trump Job Approval,Marist,"Approve 39, Disapprove 56",-17,2011-02-09,2011,12.0
185,President Trump Job Approval,Gallup,"Approve 40, Disapprove 57",-17,2011-02-12,2011,9.0
186,President Trump Job Approval,FOX News,"Approve 43, Disapprove 53",-10,2011-02-14,2011,12.0
187,President Trump Job Approval,Economist/YouGov,"Approve 45, Disapprove 50",-5,2011-02-14,2011,9.0
188,President Trump Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 54",-15,2011-02-14,2011,10.0
189,President Trump Job Approval,PPP (D),"Approve 44, Disapprove 50",-6,2011-02-14,2011,9.0
190,President Trump Job Approval,Gallup,"Approve 37, Disapprove 59",-22,2011-02-19,2011,9.0
191,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 55",-15,2011-02-21,2011,10.0
192,President Trump Job Approval,Harvard-Harris,"Approve 45, Disapprove 55",-10,2011-02-21,2011,0.0
193,President Trump Job Approval,Quinnipiac,"Approve 37, Disapprove 58",-21,2011-02-21,2011,11.0
194,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 51",-7,2011-02-21,2011,9.0
195,President Trump Job Approval,Marist,"Approve 40, Disapprove 53",-13,2011-02-23,2011,12.0
196,President Trump Job Approval,USA Today/Suffolk,"Approve 38, Disapprove 60",-22,2011-02-25,2011,10.0
197,President Trump Job Approval,CNN,"Approve 39, Disapprove 56",-17,2011-02-25,2011,10.0
198,President Trump Job Approval,Gallup,"Approve 39, Disapprove 56",-17,2011-02-26,2011,9.0
199,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 53",-9,2011-02-28,2011,9.0
200,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 56",-16,2011-02-28,2011,10.0
201,President Trump Job Approval,Gallup,"Approve 39, Disapprove 55",-16,2011-03-05,2011,9.0
202,President Trump Job Approval,IBD/TIPP,"Approve 37, Disapprove 58",-21,2011-03-05,2011,11.0
203,President Obama Job Approval,Resurgent Republic (R),"Approve 47, Disapprove 49",-2,2011-03-06,2011,0.0
204,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 54",-13,2011-03-07,2011,9.0
205,President Trump Job Approval,Monmouth,"Approve 40, Disapprove 54",-14,2011-03-07,2011,13.0
206,President Trump Job Approval,Quinnipiac,"Approve 38, Disapprove 56",-18,2011-03-07,2011,11.0
207,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 54",-14,2011-03-08,2011,10.0
208,President Trump Job Approval,Marist,"Approve 44, Disapprove 49",-5,2011-03-08,2011,12.0
209,President Obama Job Approval,Reuters/Ipsos,"Approve 49, Disapprove 47",2,2011-03-09,2011,10.0
210,President Trump Job Approval,Rasmussen Reports,"Approve 44, Disapprove 54",-10,2011-03-09,2011,7.0
211,President Obama Job Approval,Bloomberg,"Approve 51, Disapprove 43",8,2011-03-10,2011,0.0
212,President Obama Job Approval,Rasmussen Reports,"Approve 44, Disapprove 56",-12,2011-03-14,2011,7.0
213,President Obama Job Approval,Gallup,"Approve 46, Disapprove 44",2,2011-03-14,2011,9.0
214,President Obama Job Approval,CNN,"Approve 50, Disapprove 47",3,2011-03-15,2011,10.0
215,President Obama Job Approval,ABC News/Wash Post,"Approve 51, Disapprove 45",6,2011-03-15,2011,13.0
216,President Obama Job Approval,National Journal/FD,"Approve 49, Disapprove 44",5,2011-03-18,2011,12.0
217,President Obama Job Approval,FOX News,"Approve 49, Disapprove 44",5,2011-03-18,2011,12.0
218,President Obama Job Approval,CNN,"Approve 51, Disapprove 47",4,2011-03-21,2011,10.0
219,President Obama Job Approval,CBS News,"Approve 49, Disapprove 41",8,2011-03-22,2011,11.0
220,President Obama Job Approval,Quinnipiac,"Approve 42, Disapprove 48",-6,2011-03-30,2011,11.0
221,President Obama Job Approval,FDU/Public Mind,"Approve 44, Disapprove 48",-4,2011-03-31,2011,0.0
222,President Obama Job Approval,Associated Press/GfK,"Approve 53, Disapprove 45",8,2011-03-31,2011,9.0
223,President Obama Job Approval,FOX News,"Approve 49, Disapprove 47",2,2011-04-06,2011,12.0
224,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 49, Disapprove 45",4,2011-04-06,2011,11.0
225,President Obama Job Approval,Pew Research,"Approve 47, Disapprove 45",2,2011-04-07,2011,8.0
226,President Obama Job Approval,CNN/Opinion Research,"Approve 48, Disapprove 50",-2,2011-04-11,2011,10.0
227,President Obama Job Approval,Reuters/Ipsos,"Approve 46, Disapprove 49",-3,2011-04-13,2011,10.0
228,President Obama Job Approval,Democracy Corps (D),"Approve 44, Disapprove 50",-6,2011-04-15,2011,8.0
229,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 53",-7,2011-04-16,2011,7.0
230,President Obama Job Approval,Gallup,"Approve 41, Disapprove 49",-8,2011-04-16,2011,9.0
231,President Obama Job Approval,ABC News/Wash Post,"Approve 47, Disapprove 50",-3,2011-04-19,2011,13.0
232,President Obama Job Approval,McClatchy/Marist,"Approve 44, Disapprove 49",-5,2011-04-19,2011,12.0
233,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 51",-3,2011-04-19,2011,7.0
234,President Obama Job Approval,Gallup,"Approve 44, Disapprove 48",-4,2011-04-19,2011,9.0
235,President Obama Job Approval,CBS News/NY Times,"Approve 46, Disapprove 45",1,2011-04-21,2011,11.0
236,President Obama Job Approval,FOX News,"Approve 47, Disapprove 47",0,2011-04-28,2011,12.0
237,President Obama Job Approval,Newsweek/Daily Beast,"Approve 48, Disapprove 49",-1,2011-05-02,2011,0.0
238,President Obama Job Approval,CNN/Opinion Research,"Approve 51, Disapprove 46",5,2011-05-02,2011,10.0
239,President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 49",0,2011-05-02,2011,7.0
240,President Obama Job Approval,Gallup,"Approve 46, Disapprove 45",1,2011-05-02,2011,9.0
241,President Obama Job Approval,Wash Post/Pew/SRBI,"Approve 56, Disapprove 38",18,2011-05-03,2011,8.0
242,President Obama Job Approval,CNN/Opinion Research,"Approve 52, Disapprove 43",9,2011-05-03,2011,10.0
243,President Obama Job Approval,Newsweek/Daily Beast,"Approve 48, Disapprove 49",-1,2011-05-03,2011,0.0
244,President Obama Job Approval,Quinnipiac,"Approve 46, Disapprove 48",-2,2011-05-04,2011,11.0
245,President Obama Job Approval,CBS News/NY Times*,"Approve 57, Disapprove 37",20,2011-05-04,2011,11.0
246,President Obama Job Approval,SurveyUSA,"Approve 46, Disapprove 42",4,2011-05-04,2011,12.0
247,President Obama Job Approval,Quinnipiac,"Approve 52, Disapprove 40",12,2011-05-05,2011,11.0
248,President Obama Job Approval,NBC News,"Approve 52, Disapprove 41",11,2011-05-09,2011,11.0
249,President Obama Job Approval,Pew Research,"Approve 50, Disapprove 39",11,2011-05-10,2011,8.0
250,President Obama Job Approval,Reuters/Ipsos,"Approve 49, Disapprove 47",2,2011-05-11,2011,10.0
251,President Obama Job Approval,Associated Press/GfK,"Approve 60, Disapprove 39",21,2011-05-11,2011,9.0
252,President Obama Job Approval,Politico/GWU/Battleground,"Approve 52, Disapprove 44",8,2011-05-16,2011,9.0
253,President Obama Job Approval,FOX News,"Approve 55, Disapprove 41",14,2011-05-18,2011,12.0
254,President Obama Job Approval,Gallup,"Approve 49, Disapprove 43",6,2011-05-21,2011,9.0
255,President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 50",-1,2011-05-22,2011,7.0
256,President Obama Job Approval,CNN/Opinion Research,"Approve 54, Disapprove 45",9,2011-05-31,2011,10.0
257,President Obama Job Approval,Democracy Corps (D),"Approve 49, Disapprove 45",4,2011-06-02,2011,8.0
258,President Obama Job Approval,Pew Research,"Approve 52, Disapprove 39",13,2011-06-02,2011,8.0
259,President Obama Job Approval,National Journal/FD,"Approve 51, Disapprove 41",10,2011-06-03,2011,12.0
260,President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 50",-1,2011-06-04,2011,7.0
261,President Obama Job Approval,Gallup,"Approve 48, Disapprove 44",4,2011-06-04,2011,9.0
262,President Obama Job Approval,ABC News/Wash Post,"Approve 47, Disapprove 49",-2,2011-06-07,2011,13.0
263,President Obama Job Approval,CNN/Opinion Research,"Approve 48, Disapprove 48",0,2011-06-08,2011,10.0
264,President Obama Job Approval,Reuters/Ipsos,"Approve 50, Disapprove 46",4,2011-06-08,2011,10.0
265,President Obama Job Approval,Quinnipiac,"Approve 47, Disapprove 46",1,2011-06-09,2011,11.0
266,President Obama Job Approval,FOX News,"Approve 48, Disapprove 43",5,2011-06-09,2011,12.0
