ID,Market,Ticker,Start Date (ET),Closed Date (ET)
1920,Will the Select Committee on Benghazi publish a new report by May 2?,BENGHAZI.REPORT.050216,2016-02-21 19:00:00.000,2016-05-03 10:22:33.993
1866,Will Enda Kenny be re-elected taoiseach after the Irish general election?,KENNY.IRELAND.2016,2016-02-06 19:00:00.000,2016-04-01 09:42:06.033
1473,Which woman will be selected for the new $10 bill by year-end 2015?,NEW10,2015-06-30 20:00:00.000,2016-01-01 12:04:54.697
1665,Will Daniel Scioli be elected president of Argentina?,ARGENTINA.PRESIDENT.2015,2015-11-18 19:00:00.000,2015-11-22 21:56:51.090
1325,Will Ed Lee be reelected mayor of San Francisco in 2015?,LEE.SF15,2015-02-11 19:00:00.000,2015-11-12 09:45:02.297
1324,Will Julie Christensen be elected supervisor of San Francisco District 3 in 2015?,CHRSTNSN.SF15,2015-02-11 19:00:00.000,2015-11-06 09:18:20.213
1301,Who will be elected Prime Minister of Canada in 2015?,CANADAPM15,2015-01-05 19:00:00.000,2015-11-04 15:03:00.213
1494,Will Pedro Passos Coelho win re-election as prime minister of Portugal?,COELHO.PORTUGAL,2015-07-22 20:00:00.000,2015-10-22 17:32:44.617
1552,Who will win the 2015 Labour Party leadership election in the U.K.?,UK.LABOURLEADER.2015,2015-08-23 20:00:00.000,2015-09-13 12:57:00.367
1514,Will Erdogan call for an early election by the end of August?,TKY.EARLYELEC.AUG,2015-07-30 20:00:00.000,2015-08-21 10:28:20.590
1370,Which party shall win the largest number of seats in the June legislative elections in Mexico?,MEXELEC15,2015-04-05 20:00:00.000,2015-08-01 08:01:45.093
1442,Will Erdogan call for an early election by the end of July?,TKY.EARLYELEC,2015-06-11 20:00:00.000,2015-08-01 07:30:07.057
1369,Will Turkey's AK party win a 2/3 supermajority of seats in the June election?,TURKEYELEC15,2015-04-05 20:00:00.000,2015-06-24 23:16:28.630
