,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
37,Direction of Country,Reuters/Ipsos,"Right Direction 34, Wrong Track 60",-26,2010-07-27,2010,10.0
38,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 67",-39,2010-07-28,2010,7.0
39,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 66",-36,2010-08-04,2010,7.0
40,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 58",-26,2010-08-11,2010,11.0
41,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 65",-35,2010-08-11,2010,7.0
42,Direction of Country,Democracy Corps (D),"Right Direction 29, Wrong Track 64",-35,2010-08-12,2010,8.0
43,Direction of Country,Associated Press/GfK,"Right Direction 35, Wrong Track 60",-25,2010-08-18,2010,9.0
44,Direction of Country,Time,"Right Direction 34, Wrong Track 57",-23,2010-08-19,2010,11.0
45,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 67",-39,2010-08-19,2010,7.0
46,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 62",-31,2010-08-25,2010,10.0
47,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 66",-37,2010-08-25,2010,7.0
48,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",-35,2010-08-30,2010,7.0
49,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 30, Wrong Track 61",-31,2010-09-07,2010,11.0
50,Direction of Country,National Journal/FD,"Right Direction 27, Wrong Track 62",-35,2010-09-07,2010,12.0
51,Direction of Country,Democracy Corps (D),"Right Direction 31, Wrong Track 62",-31,2010-09-08,2010,8.0
52,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 66",-37,2010-09-08,2010,7.0
53,Direction of Country,Democracy Corps (D),"Right Direction 31, Wrong Track 60",-29,2010-09-15,2010,8.0
54,Direction of Country,Associated Press/GfK,"Right Direction 40, Wrong Track 57",-17,2010-09-15,2010,9.0
55,Direction of Country,CBS News/NY Times,"Right Direction 33, Wrong Track 60",-27,2010-09-15,2010,11.0
56,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 65",-35,2010-09-15,2010,7.0
57,Direction of Country,Politico/GWU/Battleground,"Right Direction 28, Wrong Track 63",-35,2010-09-16,2010,9.0
58,Direction of Country,Reuters/Ipsos,"Right Direction 33, Wrong Track 61",-28,2010-09-21,2010,10.0
59,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 66",-37,2010-09-22,2010,7.0
60,Direction of Country,McClatchy/Marist,"Right Direction 41, Wrong Track 56",-15,2010-09-22,2010,12.0
61,Direction of Country,Politico/GWU/Battleground,"Right Direction 31, Wrong Track 63",-32,2010-09-27,2010,9.0
62,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 59",-27,2010-09-28,2010,11.0
63,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 63",-32,2010-09-29,2010,7.0
64,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 61",-29,2010-10-06,2010,7.0
65,Direction of Country,Democracy Corps (D),"Right Direction 29, Wrong Track 63",-34,2010-10-06,2010,8.0
66,Direction of Country,Bloomberg,"Right Direction 31, Wrong Track 64",-33,2010-10-12,2010,0.0
67,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 63",-32,2010-10-13,2010,10.0
68,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 64",-32,2010-10-13,2010,7.0
69,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 59",-27,2010-10-19,2010,11.0
70,Direction of Country,Associated Press/GfK,"Right Direction 38, Wrong Track 59",-21,2010-10-20,2010,9.0
71,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 64",-34,2010-10-20,2010,7.0
72,Direction of Country,Politico/GWU/Battleground,"Right Direction 29, Wrong Track 64",-35,2010-10-25,2010,9.0
73,Direction of Country,CBS News/NY Times,"Right Direction 34, Wrong Track 61",-27,2010-10-27,2010,11.0
74,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 64",-32,2010-10-27,2010,7.0
75,Direction of Country,ABC News/Wash Post,"Right Direction 27, Wrong Track 71",-44,2010-10-31,2010,13.0
76,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 31, Wrong Track 60",-29,2010-11-01,2010,11.0
77,Direction of Country,Reuters/Ipsos,"Right Direction 33, Wrong Track 62",-29,2010-11-01,2010,10.0
78,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 65",-34,2010-11-05,2010,7.0
79,Direction of Country,Associated Press/GfK,"Right Direction 37, Wrong Track 58",-21,2010-11-10,2010,9.0
80,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 67",-39,2010-11-11,2010,7.0
81,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 67",-41,2010-11-17,2010,7.0
82,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 58",-26,2010-11-18,2010,11.0
83,Direction of Country,McClatchy/Marist,"Right Direction 41, Wrong Track 53",-12,2010-11-23,2010,12.0
84,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 66",-38,2010-11-24,2010,7.0
85,Direction of Country,Associated Press/CNBC,"Right Direction 35, Wrong Track 61",-26,2010-11-30,2010,0.0
86,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 67",-38,2010-12-01,2010,7.0
87,Direction of Country,Reuters/Ipsos,"Right Direction 29, Wrong Track 62",-33,2010-12-07,2010,10.0
88,Direction of Country,National Journal/FD,"Right Direction 30, Wrong Track 60",-30,2010-12-08,2010,12.0
89,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 70",-44,2010-12-08,2010,7.0
90,Direction of Country,Bloomberg,"Right Direction 27, Wrong Track 66",-39,2010-12-08,2010,0.0
91,Direction of Country,ABC News/Wash Post,"Right Direction 31, Wrong Track 67",-36,2010-12-14,2010,13.0
92,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 71",-48,2010-12-15,2010,7.0
93,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 28, Wrong Track 63",-35,2010-12-15,2010,11.0
94,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 71",-48,2010-12-22,2010,7.0
95,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 64",-33,2010-12-29,2010,7.0
96,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 67",-40,2011-01-05,2011,7.0
97,Direction of Country,Associated Press/GfK,"Right Direction 37, Wrong Track 57",-20,2011-01-12,2011,9.0
98,Direction of Country,Reuters/Ipsos,"Right Direction 36, Wrong Track 59",-23,2011-01-12,2011,10.0
99,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 68",-42,2011-01-12,2011,7.0
100,Direction of Country,McClatchy/Marist,"Right Direction 41, Wrong Track 47",-6,2011-01-14,2011,12.0
101,Direction of Country,Democracy Corps (D),"Right Direction 33, Wrong Track 58",-25,2011-01-18,2011,8.0
102,Direction of Country,ABC News/Wash Post,"Right Direction 38, Wrong Track 60",-22,2011-01-18,2011,13.0
103,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 35, Wrong Track 56",-21,2011-01-19,2011,11.0
104,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 66",-39,2011-01-19,2011,7.0
105,Direction of Country,CBS News/NY Times,"Right Direction 32, Wrong Track 64",-32,2011-01-20,2011,11.0
106,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 55",-16,2011-01-22,2011,7.0
107,Direction of Country,Economist/YouGov,"Right Direction 37, Wrong Track 55",-18,2011-01-24,2011,9.0
108,Direction of Country,Reuters/Ipsos,"Right Direction 30, Wrong Track 58",-28,2011-01-24,2011,10.0
109,Direction of Country,Harvard-Harris,"Right Direction 35, Wrong Track 54",-19,2011-01-24,2011,0.0
110,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 55",-16,2011-01-29,2011,7.0
111,Direction of Country,Economist/YouGov,"Right Direction 39, Wrong Track 51",-12,2011-01-31,2011,9.0
112,Direction of Country,Reuters/Ipsos,"Right Direction 35, Wrong Track 54",-19,2011-01-31,2011,10.0
113,Direction of Country,Monmouth,"Right Direction 39, Wrong Track 55",-16,2011-01-31,2011,13.0
114,Direction of Country,Rasmussen Reports,"Right Direction 42, Wrong Track 53",-11,2011-02-05,2011,7.0
115,Direction of Country,IBD/TIPP,"Right Direction 45, Wrong Track 54",-9,2011-02-06,2011,11.0
116,Direction of Country,Economist/YouGov,"Right Direction 39, Wrong Track 52",-13,2011-02-07,2011,9.0
117,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 55",-23,2011-02-07,2011,10.0
118,Direction of Country,Marist,"Right Direction 37, Wrong Track 57",-20,2011-02-09,2011,12.0
119,Direction of Country,Rasmussen Reports,"Right Direction 43, Wrong Track 52",-9,2011-02-12,2011,7.0
120,Direction of Country,Economist/YouGov,"Right Direction 39, Wrong Track 52",-13,2011-02-14,2011,9.0
121,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 56",-24,2011-02-14,2011,10.0
122,Direction of Country,Rasmussen Reports,"Right Direction 40, Wrong Track 55",-15,2011-02-19,2011,7.0
123,Direction of Country,Economist/YouGov,"Right Direction 35, Wrong Track 55",-20,2011-02-21,2011,9.0
124,Direction of Country,Harvard-Harris,"Right Direction 37, Wrong Track 54",-17,2011-02-21,2011,0.0
125,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 57",-26,2011-02-21,2011,10.0
126,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 56",-19,2011-02-26,2011,7.0
127,Direction of Country,Economist/YouGov,"Right Direction 34, Wrong Track 58",-24,2011-02-28,2011,9.0
128,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 57",-26,2011-02-28,2011,10.0
129,Direction of Country,USA Today/Suffolk,"Right Direction 29, Wrong Track 60",-31,2011-03-01,2011,10.0
130,Direction of Country,Rasmussen Reports,"Right Direction 40, Wrong Track 53",-13,2011-03-05,2011,7.0
131,Direction of Country,Resurgent Republic (R),"Right Direction 26, Wrong Track 65",-39,2011-03-06,2011,0.0
132,Direction of Country,Monmouth,"Right Direction 33, Wrong Track 60",-27,2011-03-07,2011,13.0
133,Direction of Country,Economist/YouGov,"Right Direction 34, Wrong Track 56",-22,2011-03-07,2011,9.0
134,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 56",-25,2011-03-07,2011,10.0
135,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 68",-41,2011-03-09,2011,7.0
136,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 64",-33,2011-03-09,2011,10.0
137,Direction of Country,Bloomberg,"Right Direction 28, Wrong Track 63",-35,2011-03-10,2011,0.0
138,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 72",-50,2011-03-16,2011,7.0
139,Direction of Country,National Journal/FD,"Right Direction 26, Wrong Track 60",-34,2011-03-18,2011,12.0
140,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 71",-48,2011-03-23,2011,7.0
141,Direction of Country,Associated Press/GfK,"Right Direction 35, Wrong Track 62",-27,2011-03-31,2011,9.0
142,Direction of Country,FDU/Public Mind,"Right Direction 27, Wrong Track 59",-32,2011-03-31,2011,0.0
143,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 68",-43,2011-03-31,2011,7.0
144,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 28, Wrong Track 63",-35,2011-04-06,2011,11.0
145,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 72",-48,2011-04-06,2011,7.0
146,Direction of Country,Rasmussen Reports,"Right Direction 23, Wrong Track 69",-46,2011-04-13,2011,7.0
147,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 69",-44,2011-04-13,2011,10.0
148,Direction of Country,Democracy Corps (D),"Right Direction 26, Wrong Track 65",-39,2011-04-15,2011,8.0
149,Direction of Country,McClatchy/Marist,"Right Direction 31, Wrong Track 64",-33,2011-04-19,2011,12.0
150,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 70",-48,2011-04-20,2011,7.0
151,Direction of Country,CBS News/NY Times,"Right Direction 26, Wrong Track 70",-44,2011-04-21,2011,11.0
152,Direction of Country,Rasmussen Reports,"Right Direction 21, Wrong Track 71",-50,2011-04-27,2011,7.0
153,Direction of Country,Hearst/F&M;,"Right Direction 26, Wrong Track 66",-40,2011-04-28,2011,0.0
154,Direction of Country,Newsweek/Daily Beast,"Right Direction 20, Wrong Track 65",-45,2011-05-02,2011,0.0
155,Direction of Country,Newsweek/Daily Beast,"Right Direction 27, Wrong Track 60",-33,2011-05-03,2011,0.0
156,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 67",-42,2011-05-04,2011,7.0
157,Direction of Country,NBC News,"Right Direction 36, Wrong Track 50",-14,2011-05-09,2011,11.0
158,Direction of Country,Reuters/Ipsos,"Right Direction 38, Wrong Track 56",-18,2011-05-11,2011,10.0
159,Direction of Country,Associated Press/GfK,"Right Direction 45, Wrong Track 52",-7,2011-05-11,2011,9.0
160,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",-35,2011-05-11,2011,7.0
161,Direction of Country,Politico/GWU/Battleground,"Right Direction 32, Wrong Track 60",-28,2011-05-16,2011,9.0
162,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",-35,2011-05-18,2011,7.0
163,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",-34,2011-05-25,2011,7.0
164,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 66",-40,2011-06-01,2011,7.0
165,Direction of Country,Democracy Corps (D),"Right Direction 33, Wrong Track 58",-25,2011-06-02,2011,8.0
166,Direction of Country,National Journal/FD,"Right Direction 28, Wrong Track 58",-30,2011-06-03,2011,12.0
167,Direction of Country,ABC News/Wash Post,"Right Direction 32, Wrong Track 66",-34,2011-06-07,2011,13.0
168,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 64",-36,2011-06-08,2011,7.0
169,Direction of Country,CBS News,"Right Direction 31, Wrong Track 60",-29,2011-06-09,2011,11.0
170,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 29, Wrong Track 62",-33,2011-06-15,2011,11.0
171,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 65",-38,2011-06-15,2011,7.0
172,Direction of Country,Bloomberg,"Right Direction 26, Wrong Track 66",-40,2011-06-22,2011,0.0
173,Direction of Country,Associated Press/GfK,"Right Direction 33, Wrong Track 63",-30,2011-06-22,2011,9.0
174,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 65",-39,2011-06-22,2011,7.0
175,Direction of Country,Democracy Corps (D),"Right Direction 28, Wrong Track 61",-33,2011-06-27,2011,8.0
176,Direction of Country,McClatchy/Marist,"Right Direction 32, Wrong Track 59",-27,2011-06-28,2011,12.0
177,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 68",-44,2011-06-29,2011,7.0
178,Direction of Country,CBS News/NY Times,"Right Direction 28, Wrong Track 63",-35,2011-06-29,2011,11.0
179,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 68",-43,2011-07-06,2011,7.0
180,Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 68",-43,2011-07-13,2011,7.0
181,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 63",-32,2011-07-13,2011,10.0
182,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 25, Wrong Track 67",-42,2011-07-19,2011,11.0
183,Direction of Country,Rasmussen Reports,"Right Direction 21, Wrong Track 71",-50,2011-07-20,2011,7.0
184,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",-58,2011-07-27,2011,7.0
185,Direction of Country,Rasmussen Reports,"Right Direction 14, Wrong Track 80",-66,2011-08-03,2011,7.0
186,Direction of Country,McClatchy/Marist,"Right Direction 21, Wrong Track 70",-49,2011-08-09,2011,12.0
187,Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 73",-52,2011-08-10,2011,10.0
188,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",-61,2011-08-10,2011,7.0
189,Direction of Country,Democracy Corps (D),"Right Direction 16, Wrong Track 75",-59,2011-08-12,2011,8.0
190,Direction of Country,Rasmussen Reports,"Right Direction 15, Wrong Track 80",-65,2011-08-17,2011,7.0
191,Direction of Country,Rasmussen Reports,"Right Direction 14, Wrong Track 79",-65,2011-08-24,2011,7.0
192,Direction of Country,Associated Press/GfK,"Right Direction 21, Wrong Track 75",-54,2011-08-25,2011,9.0
193,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 76",-60,2011-08-31,2011,7.0
194,Direction of Country,ABC News/Wash Post,"Right Direction 20, Wrong Track 77",-57,2011-09-06,2011,13.0
195,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 76",-58,2011-09-07,2011,7.0
196,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",-58,2011-09-14,2011,7.0
197,Direction of Country,Bloomberg,"Right Direction 20, Wrong Track 72",-52,2011-09-14,2011,0.0
198,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 68",-43,2011-09-14,2011,10.0
199,Direction of Country,CBS News/NY Times,"Right Direction 23, Wrong Track 72",-49,2011-09-17,2011,11.0
200,Direction of Country,McClatchy/Marist,"Right Direction 22, Wrong Track 73",-51,2011-09-20,2011,12.0
201,Direction of Country,Rasmussen Reports,"Right Direction 19, Wrong Track 75",-56,2011-09-21,2011,7.0
202,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",-58,2011-09-28,2011,7.0
203,Direction of Country,CBS News,"Right Direction 19, Wrong Track 73",-54,2011-10-03,2011,11.0
204,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 75",-57,2011-10-05,2011,7.0
205,Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 74",-53,2011-10-12,2011,10.0
206,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",-61,2011-10-12,2011,7.0
207,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 17, Wrong Track 74",-57,2011-10-13,2011,11.0
208,Direction of Country,Time,"Right Direction 14, Wrong Track 81",-67,2011-10-13,2011,11.0
209,Direction of Country,National Journal/FD,"Right Direction 20, Wrong Track 70",-50,2011-10-14,2011,12.0
210,Direction of Country,Rasmussen Reports,"Right Direction 15, Wrong Track 78",-63,2011-10-19,2011,7.0
211,Direction of Country,Associated Press/GfK,"Right Direction 24, Wrong Track 72",-48,2011-10-20,2011,9.0
212,Direction of Country,Democracy Corps (D),"Right Direction 15, Wrong Track 76",-61,2011-10-20,2011,8.0
213,Direction of Country,CBS News/NY Times,"Right Direction 21, Wrong Track 74",-53,2011-10-25,2011,11.0
214,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 77",-61,2011-10-26,2011,7.0
215,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",-59,2011-11-02,2011,7.0
216,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 70",-45,2011-11-04,2011,10.0
217,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 19, Wrong Track 73",-54,2011-11-07,2011,11.0
218,Direction of Country,ABC News/Wash Post,"Right Direction 22, Wrong Track 74",-52,2011-11-07,2011,13.0
219,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",-59,2011-11-09,2011,7.0
220,Direction of Country,Politico/GWU/Battleground,"Right Direction 18, Wrong Track 75",-57,2011-11-14,2011,9.0
221,Direction of Country,Rasmussen Reports,"Right Direction 18, Wrong Track 75",-57,2011-11-16,2011,7.0
222,Direction of Country,McClatchy/Marist,"Right Direction 25, Wrong Track 70",-45,2011-11-16,2011,12.0
223,Direction of Country,Rasmussen Reports,"Right Direction 16, Wrong Track 76",-60,2011-11-30,2011,7.0
224,Direction of Country,CBS News,"Right Direction 21, Wrong Track 75",-54,2011-12-09,2011,11.0
225,Direction of Country,Rasmussen Reports,"Right Direction 19, Wrong Track 73",-54,2011-12-14,2011,7.0
226,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 22, Wrong Track 69",-47,2011-12-14,2011,11.0
227,Direction of Country,Reuters/Ipsos,"Right Direction 27, Wrong Track 69",-42,2011-12-14,2011,10.0
228,Direction of Country,National Journal/FD,"Right Direction 20, Wrong Track 70",-50,2011-12-15,2011,12.0
229,Direction of Country,Associated Press/GfK,"Right Direction 26, Wrong Track 70",-44,2011-12-16,2011,9.0
230,Direction of Country,CBS News,"Right Direction 25, Wrong Track 69",-44,2011-12-21,2011,11.0
231,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 71",-49,2011-12-21,2011,7.0
232,Direction of Country,Rasmussen Reports,"Right Direction 20, Wrong Track 72",-52,2011-12-28,2011,7.0
233,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 59",-26,2012-01-02,2012,7.0
234,Direction of Country,Rasmussen Reports,"Right Direction 22, Wrong Track 71",-49,2012-01-04,2012,7.0
235,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 63",-31,2012-01-10,2012,10.0
236,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 58",-25,2012-01-10,2012,7.0
237,Direction of Country,CBS News,"Right Direction 29, Wrong Track 65",-36,2012-01-10,2012,11.0
238,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 69",-45,2012-01-11,2012,7.0
239,Direction of Country,Democracy Corps (D),"Right Direction 28, Wrong Track 64",-36,2012-01-13,2012,8.0
240,Direction of Country,CBS News/NY Times,"Right Direction 29, Wrong Track 66",-37,2012-01-18,2012,11.0
241,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 68",-44,2012-01-19,2012,7.0
242,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 30, Wrong Track 61",-31,2012-01-25,2012,11.0
243,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 67",-41,2012-01-26,2012,7.0
244,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",-35,2012-02-01,2012,7.0
245,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 62",-30,2012-02-07,2012,10.0
246,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",-34,2012-02-08,2012,7.0
247,Direction of Country,CBS News/NY Times,"Right Direction 35, Wrong Track 59",-24,2012-02-14,2012,11.0
248,Direction of Country,Rasmussen Reports,"Right Direction 34, Wrong Track 59",-25,2012-02-15,2012,7.0
249,Direction of Country,Democracy Corps (D),"Right Direction 34, Wrong Track 59",-25,2012-02-15,2012,8.0
250,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 61",-30,2012-02-22,2012,7.0
251,Direction of Country,Associated Press/GfK,"Right Direction 39, Wrong Track 57",-18,2012-02-23,2012,9.0
252,Direction of Country,Politico/GWU/Battleground,"Right Direction 35, Wrong Track 59",-24,2012-02-27,2012,9.0
253,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 61",-29,2012-02-29,2012,7.0
254,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 33, Wrong Track 58",-25,2012-03-05,2012,11.0
255,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 65",-35,2012-03-07,2012,7.0
